Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
4 of Spades,"['4 of Spades', '6 of Spades', 'King of Clubs', '9 of Diamonds', '8 of Clubs', '3 of Hearts', 'Jack of Diamonds', '4 of Diamonds', '2 of Clubs', '2 of Diamonds', 'King of Spades', '3 of Diamonds']",0,13,4 of Clubs,"['3 of Spades', '6 of Clubs', '5 of Spades']",3,18,False
4 of Spades,"['4 of Spades', '6 of Spades', 'King of Clubs', '9 of Diamonds', '8 of Clubs', '3 of Hearts', 'Jack of Diamonds', '4 of Diamonds', '2 of Clubs', '2 of Diamonds', 'King of Spades', '3 of Diamonds']",2,23,4 of Clubs,"['3 of Spades', '6 of Clubs', '5 of Spades']",3,18,False
4 of Spades,"['4 of Spades', '6 of Spades', 'King of Clubs', '9 of Diamonds', '8 of Clubs', '3 of Hearts', 'Jack of Diamonds', '4 of Diamonds', '2 of Clubs', '2 of Diamonds', 'King of Spades', '3 of Diamonds', '7 of Clubs', 'Jack of Spades']",0,12,4 of Clubs,"['3 of Spades', '6 of Clubs', '5 of Spades']",3,18,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Hearts', '7 of Clubs', '6 of Diamonds', '10 of Diamonds', '4 of Diamonds', 'Queen of Hearts', '7 of Diamonds', '4 of Spades', '8 of Clubs', '10 of Spades']",7,17,6 of Clubs,"['5 of Diamonds', '10 of Clubs', 'Jack of Spades']",3,26,True
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Hearts', '7 of Clubs', '6 of Diamonds', '10 of Diamonds', '4 of Diamonds', 'Queen of Hearts', '7 of Diamonds', '4 of Spades', '8 of Clubs', '10 of Spades', '9 of Hearts']",9,26,6 of Clubs,"['5 of Diamonds', '10 of Clubs', 'Jack of Spades']",3,26,False
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Hearts', '7 of Clubs', '6 of Diamonds', '10 of Diamonds', '4 of Diamonds', 'Queen of Hearts', '7 of Diamonds', '4 of Spades', '8 of Clubs', '10 of Spades', '9 of Hearts', 'King of Clubs']",0,14,6 of Clubs,"['5 of Diamonds', '10 of Clubs', 'Jack of Spades']",3,26,True
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Hearts', '7 of Clubs', '6 of Diamonds', '10 of Diamonds', '4 of Diamonds', 'Queen of Hearts', '7 of Diamonds', '4 of Spades', '8 of Clubs', '10 of Spades', '9 of Hearts', 'King of Clubs']",2,11,6 of Clubs,"['5 of Diamonds', '10 of Clubs', 'Jack of Spades']",3,26,True
Ace of Diamonds,"['Ace of Diamonds', 'Ace of Hearts', '7 of Clubs', '6 of Diamonds', '10 of Diamonds', '4 of Diamonds', 'Queen of Hearts', '7 of Diamonds', '4 of Spades', '8 of Clubs', '10 of Spades', '9 of Hearts', 'King of Clubs']",0,18,6 of Clubs,"['5 of Diamonds', '10 of Clubs', 'Jack of Spades']",3,26,True
9 of Hearts,"['9 of Hearts', 'Ace of Clubs', '10 of Clubs', '6 of Diamonds', 'Jack of Diamonds', '2 of Diamonds', '10 of Diamonds', 'Jack of Spades', '3 of Diamonds', '10 of Hearts', '8 of Clubs']",8,18,7 of Spades,"['3 of Spades', '6 of Hearts']",2,18,False
9 of Hearts,"['9 of Hearts', 'Ace of Clubs', '10 of Clubs', '6 of Diamonds', 'Jack of Diamonds', '2 of Diamonds', '10 of Diamonds', 'Jack of Spades', '3 of Diamonds', '10 of Hearts', '8 of Clubs', '7 of Diamonds']",10,26,7 of Spades,"['3 of Spades', '6 of Hearts']",2,18,False
9 of Hearts,"['9 of Hearts', 'Ace of Clubs', '10 of Clubs', '6 of Diamonds', 'Jack of Diamonds', '2 of Diamonds', '10 of Diamonds', 'Jack of Spades', '3 of Diamonds', '10 of Hearts', '8 of Clubs', '7 of Diamonds', '10 of Spades']",0,12,7 of Spades,"['3 of Spades', '6 of Hearts']",2,18,False
9 of Hearts,"['9 of Hearts', 'Ace of Clubs', '10 of Clubs', '6 of Diamonds', 'Jack of Diamonds', '2 of Diamonds', '10 of Diamonds', 'Jack of Spades', '3 of Diamonds', '10 of Hearts', '8 of Clubs', '7 of Diamonds', '10 of Spades']",3,23,7 of Spades,"['3 of Spades', '6 of Hearts']",2,18,False
9 of Hearts,"['9 of Hearts', 'Ace of Clubs', '10 of Clubs', '6 of Diamonds', 'Jack of Diamonds', '2 of Diamonds', '10 of Diamonds', 'Jack of Spades', '3 of Diamonds', '10 of Hearts', '8 of Clubs', '7 of Diamonds', '10 of Spades', 'Queen of Diamonds']",0,18,7 of Spades,"['3 of Spades', '6 of Hearts']",2,18,False
6 of Hearts,"['6 of Hearts', '9 of Spades', '10 of Clubs', 'Ace of Clubs', '4 of Hearts', 'Jack of Spades', '8 of Hearts', 'Jack of Clubs', '3 of Clubs', '6 of Diamonds', '7 of Clubs']",8,19,4 of Clubs,"['7 of Spades', '9 of Hearts']",2,22,True
6 of Hearts,"['6 of Hearts', '9 of Spades', '10 of Clubs', 'Ace of Clubs', '4 of Hearts', 'Jack of Spades', '8 of Hearts', 'Jack of Clubs', '3 of Clubs', '6 of Diamonds', '7 of Clubs']",13,16,4 of Clubs,"['7 of Spades', '9 of Hearts']",2,22,True
6 of Hearts,"['6 of Hearts', '9 of Spades', '10 of Clubs', 'Ace of Clubs', '4 of Hearts', 'Jack of Spades', '8 of Hearts', 'Jack of Clubs', '3 of Clubs', '6 of Diamonds', '7 of Clubs', '3 of Spades', 'Ace of Spades', '7 of Diamonds']",0,18,4 of Clubs,"['7 of Spades', '9 of Hearts']",2,22,True
6 of Hearts,"['6 of Hearts', '9 of Spades', '10 of Clubs', 'Ace of Clubs', '4 of Hearts', 'Jack of Spades', '8 of Hearts', 'Jack of Clubs', '3 of Clubs', '6 of Diamonds', '7 of Clubs', '3 of Spades', 'Ace of Spades', '7 of Diamonds']",3,13,4 of Clubs,"['7 of Spades', '9 of Hearts']",2,22,True
6 of Hearts,"['6 of Hearts', '9 of Spades', '10 of Clubs', 'Ace of Clubs', '4 of Hearts', 'Jack of Spades', '8 of Hearts', 'Jack of Clubs', '3 of Clubs', '6 of Diamonds', '7 of Clubs', '3 of Spades', 'Ace of Spades', '7 of Diamonds']",0,13,4 of Clubs,"['7 of Spades', '9 of Hearts']",2,22,True
9 of Diamonds,"['9 of Diamonds', '8 of Spades', '10 of Diamonds', 'Jack of Hearts', '7 of Clubs', 'Jack of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Hearts', 'Queen of Spades', '4 of Diamonds']",8,18,Ace of Diamonds,['Queen of Clubs'],1,19,False
9 of Diamonds,"['9 of Diamonds', '8 of Spades', '10 of Diamonds', 'Jack of Hearts', '7 of Clubs', 'Jack of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Hearts', 'Queen of Spades', '4 of Diamonds']",13,17,Ace of Diamonds,['Queen of Clubs'],1,19,False
9 of Diamonds,"['9 of Diamonds', '8 of Spades', '10 of Diamonds', 'Jack of Hearts', '7 of Clubs', 'Jack of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Hearts', 'Queen of Spades', '4 of Diamonds']",0,10,Ace of Diamonds,['Queen of Clubs'],1,19,False
9 of Diamonds,"['9 of Diamonds', '8 of Spades', '10 of Diamonds', 'Jack of Hearts', '7 of Clubs', 'Jack of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Hearts', 'Queen of Spades', '4 of Diamonds']",3,11,Ace of Diamonds,['Queen of Clubs'],1,19,False
9 of Diamonds,"['9 of Diamonds', '8 of Spades', '10 of Diamonds', 'Jack of Hearts', '7 of Clubs', 'Jack of Spades', 'Jack of Clubs', '10 of Clubs', 'Ace of Hearts', 'Queen of Spades', '4 of Diamonds']",0,14,Ace of Diamonds,['Queen of Clubs'],1,19,False
9 of Diamonds,"['9 of Diamonds', '10 of Hearts', '9 of Hearts', '8 of Spades', '3 of Diamonds', '2 of Diamonds', '6 of Diamonds', '2 of Clubs', '5 of Diamonds', 'King of Clubs', '9 of Clubs']",8,19,Jack of Spades,['Queen of Spades'],1,19,False
9 of Diamonds,"['9 of Diamonds', '10 of Hearts', '9 of Hearts', '8 of Spades', '3 of Diamonds', '2 of Diamonds', '6 of Diamonds', '2 of Clubs', '5 of Diamonds', 'King of Clubs', '9 of Clubs']",14,18,Jack of Spades,['Queen of Spades'],1,19,False
9 of Diamonds,"['9 of Diamonds', '10 of Hearts', '9 of Hearts', '8 of Spades', '3 of Diamonds', '2 of Diamonds', '6 of Diamonds', '2 of Clubs', '5 of Diamonds', 'King of Clubs', '9 of Clubs', '7 of Spades']",0,8,Jack of Spades,['Queen of Spades'],1,19,False
9 of Diamonds,"['9 of Diamonds', '10 of Hearts', '9 of Hearts', '8 of Spades', '3 of Diamonds', '2 of Diamonds', '6 of Diamonds', '2 of Clubs', '5 of Diamonds', 'King of Clubs', '9 of Clubs', '7 of Spades']",3,7,Jack of Spades,['Queen of Spades'],1,19,False
9 of Diamonds,"['9 of Diamonds', '10 of Hearts', '9 of Hearts', '8 of Spades', '3 of Diamonds', '2 of Diamonds', '6 of Diamonds', '2 of Clubs', '5 of Diamonds', 'King of Clubs', '9 of Clubs', '7 of Spades']",0,19,Jack of Spades,['Queen of Spades'],1,19,False
King of Spades,"['King of Spades', '9 of Hearts', '9 of Clubs', '2 of Hearts', 'Queen of Hearts', '3 of Clubs', 'Queen of Diamonds', '8 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Diamonds']",15,21,7 of Hearts,['7 of Diamonds'],1,17,True
King of Spades,"['King of Spades', '9 of Hearts', '9 of Clubs', '2 of Hearts', 'Queen of Hearts', '3 of Clubs', 'Queen of Diamonds', '8 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Diamonds', 'Ace of Hearts', '2 of Diamonds', '4 of Spades', '5 of Clubs', 'Ace of Diamonds', '4 of Hearts', '10 of Clubs']",15,17,7 of Hearts,['7 of Diamonds'],1,17,False
King of Spades,"['King of Spades', '9 of Hearts', '9 of Clubs', '2 of Hearts', 'Queen of Hearts', '3 of Clubs', 'Queen of Diamonds', '8 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Diamonds', 'Ace of Hearts', '2 of Diamonds', '4 of Spades', '5 of Clubs', 'Ace of Diamonds', '4 of Hearts', '10 of Clubs', '5 of Spades']",0,13,7 of Hearts,['7 of Diamonds'],1,17,False
King of Spades,"['King of Spades', '9 of Hearts', '9 of Clubs', '2 of Hearts', 'Queen of Hearts', '3 of Clubs', 'Queen of Diamonds', '8 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Diamonds', 'Ace of Hearts', '2 of Diamonds', '4 of Spades', '5 of Clubs', 'Ace of Diamonds', '4 of Hearts', '10 of Clubs', '5 of Spades']",7,8,7 of Hearts,['7 of Diamonds'],1,17,False
King of Spades,"['King of Spades', '9 of Hearts', '9 of Clubs', '2 of Hearts', 'Queen of Hearts', '3 of Clubs', 'Queen of Diamonds', '8 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Diamonds', 'Ace of Hearts', '2 of Diamonds', '4 of Spades', '5 of Clubs', 'Ace of Diamonds', '4 of Hearts', '10 of Clubs', '5 of Spades', 'Ace of Clubs', 'Ace of Spades', '4 of Clubs', '8 of Diamonds']",0,15,7 of Hearts,['7 of Diamonds'],1,17,False
4 of Diamonds,"['4 of Diamonds', '4 of Spades', 'Queen of Diamonds', '6 of Spades', '2 of Hearts', '10 of Diamonds', 'Queen of Spades', '7 of Diamonds', '6 of Clubs', '9 of Diamonds', '4 of Hearts']",16,19,King of Hearts,"['King of Clubs', '9 of Hearts']",2,23,True
4 of Diamonds,"['4 of Diamonds', '4 of Spades', 'Queen of Diamonds', '6 of Spades', '2 of Hearts', '10 of Diamonds', 'Queen of Spades', '7 of Diamonds', '6 of Clubs', '9 of Diamonds', '4 of Hearts', '5 of Hearts']",16,18,King of Hearts,"['King of Clubs', '9 of Hearts']",2,23,True
4 of Diamonds,"['4 of Diamonds', '4 of Spades', 'Queen of Diamonds', '6 of Spades', '2 of Hearts', '10 of Diamonds', 'Queen of Spades', '7 of Diamonds', '6 of Clubs', '9 of Diamonds', '4 of Hearts', '5 of Hearts', 'King of Diamonds']",0,20,King of Hearts,"['King of Clubs', '9 of Hearts']",2,23,True
4 of Diamonds,"['4 of Diamonds', '4 of Spades', 'Queen of Diamonds', '6 of Spades', '2 of Hearts', '10 of Diamonds', 'Queen of Spades', '7 of Diamonds', '6 of Clubs', '9 of Diamonds', '4 of Hearts', '5 of Hearts', 'King of Diamonds']",8,22,King of Hearts,"['King of Clubs', '9 of Hearts']",2,23,False
4 of Diamonds,"['4 of Diamonds', '4 of Spades', 'Queen of Diamonds', '6 of Spades', '2 of Hearts', '10 of Diamonds', 'Queen of Spades', '7 of Diamonds', '6 of Clubs', '9 of Diamonds', '4 of Hearts', '5 of Hearts', 'King of Diamonds', '9 of Spades']",0,13,King of Hearts,"['King of Clubs', '9 of Hearts']",2,23,True
10 of Diamonds,"['10 of Diamonds', '5 of Spades', '8 of Hearts', '7 of Hearts', 'Queen of Clubs', '3 of Hearts', 'Queen of Diamonds', 'Ace of Spades', '6 of Spades', 'Ace of Clubs', '6 of Hearts']",17,22,Ace of Diamonds,['8 of Spades'],1,18,False
10 of Diamonds,"['10 of Diamonds', '5 of Spades', '8 of Hearts', '7 of Hearts', 'Queen of Clubs', '3 of Hearts', 'Queen of Diamonds', 'Ace of Spades', '6 of Spades', 'Ace of Clubs', '6 of Hearts', '9 of Spades']",16,17,Ace of Diamonds,['8 of Spades'],1,18,False
10 of Diamonds,"['10 of Diamonds', '5 of Spades', '8 of Hearts', '7 of Hearts', 'Queen of Clubs', '3 of Hearts', 'Queen of Diamonds', 'Ace of Spades', '6 of Spades', 'Ace of Clubs', '6 of Hearts', '9 of Spades']",0,13,Ace of Diamonds,['8 of Spades'],1,18,False
10 of Diamonds,"['10 of Diamonds', '5 of Spades', '8 of Hearts', '7 of Hearts', 'Queen of Clubs', '3 of Hearts', 'Queen of Diamonds', 'Ace of Spades', '6 of Spades', 'Ace of Clubs', '6 of Hearts', '9 of Spades']",9,17,Ace of Diamonds,['8 of Spades'],1,18,False
10 of Diamonds,"['10 of Diamonds', '5 of Spades', '8 of Hearts', '7 of Hearts', 'Queen of Clubs', '3 of Hearts', 'Queen of Diamonds', 'Ace of Spades', '6 of Spades', 'Ace of Clubs', '6 of Hearts', '9 of Spades', 'Queen of Spades']",0,7,Ace of Diamonds,['8 of Spades'],1,18,False
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'Ace of Hearts', '9 of Hearts', '10 of Clubs', '8 of Clubs', '7 of Clubs', 'Queen of Clubs', '4 of Clubs', '8 of Spades', 'Queen of Hearts']",18,20,7 of Spades,"['2 of Spades', 'Ace of Spades', '5 of Spades', 'Jack of Hearts']",4,19,True
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'Ace of Hearts', '9 of Hearts', '10 of Clubs', '8 of Clubs', '7 of Clubs', 'Queen of Clubs', '4 of Clubs', '8 of Spades', 'Queen of Hearts', '9 of Clubs']",16,19,7 of Spades,"['2 of Spades', 'Ace of Spades', '5 of Spades', 'Jack of Hearts']",4,19,False
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'Ace of Hearts', '9 of Hearts', '10 of Clubs', '8 of Clubs', '7 of Clubs', 'Queen of Clubs', '4 of Clubs', '8 of Spades', 'Queen of Hearts', '9 of Clubs']",0,15,7 of Spades,"['2 of Spades', 'Ace of Spades', '5 of Spades', 'Jack of Hearts']",4,19,False
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'Ace of Hearts', '9 of Hearts', '10 of Clubs', '8 of Clubs', '7 of Clubs', 'Queen of Clubs', '4 of Clubs', '8 of Spades', 'Queen of Hearts', '9 of Clubs']",9,14,7 of Spades,"['2 of Spades', 'Ace of Spades', '5 of Spades', 'Jack of Hearts']",4,19,False
Ace of Clubs,"['Ace of Clubs', 'Jack of Diamonds', 'Ace of Hearts', '9 of Hearts', '10 of Clubs', '8 of Clubs', '7 of Clubs', 'Queen of Clubs', '4 of Clubs', '8 of Spades', 'Queen of Hearts', '9 of Clubs']",0,18,7 of Spades,"['2 of Spades', 'Ace of Spades', '5 of Spades', 'Jack of Hearts']",4,19,False
7 of Spades,"['7 of Spades', '5 of Diamonds', '6 of Hearts', 'Ace of Spades', '6 of Diamonds', 'Jack of Diamonds', '7 of Hearts', '2 of Hearts', '10 of Clubs', '2 of Clubs', '10 of Diamonds']",19,21,3 of Diamonds,"['9 of Hearts', '2 of Diamonds']",2,18,True
7 of Spades,"['7 of Spades', '5 of Diamonds', '6 of Hearts', 'Ace of Spades', '6 of Diamonds', 'Jack of Diamonds', '7 of Hearts', '2 of Hearts', '10 of Clubs', '2 of Clubs', '10 of Diamonds', 'King of Hearts']",18,23,3 of Diamonds,"['9 of Hearts', '2 of Diamonds']",2,18,False
