Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
4 of Spades,"['4 of Spades', '4 of Clubs', 'King of Clubs', 'King of Spades', '5 of Diamonds', 'Ace of Hearts', '5 of Clubs', '6 of Diamonds', '9 of Clubs', '10 of Spades', '2 of Spades']",3,23,3 of Diamonds,"['10 of Clubs', '4 of Hearts']",2,18,False
4 of Spades,"['4 of Spades', '4 of Clubs', 'King of Clubs', 'King of Spades', '5 of Diamonds', 'Ace of Hearts', '5 of Clubs', '6 of Diamonds', '9 of Clubs', '10 of Spades', '2 of Spades', '9 of Hearts']",0,15,3 of Diamonds,"['10 of Clubs', '4 of Hearts']",2,18,False
4 of Spades,"['4 of Spades', '4 of Clubs', 'King of Clubs', 'King of Spades', '5 of Diamonds', 'Ace of Hearts', '5 of Clubs', '6 of Diamonds', '9 of Clubs', '10 of Spades', '2 of Spades', '9 of Hearts']",0,6,3 of Diamonds,"['10 of Clubs', '4 of Hearts']",2,18,False
4 of Spades,"['4 of Spades', '4 of Clubs', 'King of Clubs', 'King of Spades', '5 of Diamonds', 'Ace of Hearts', '5 of Clubs', '6 of Diamonds', '9 of Clubs', '10 of Spades', '2 of Spades', '9 of Hearts']",0,15,3 of Diamonds,"['10 of Clubs', '4 of Hearts']",2,18,False
4 of Spades,"['4 of Spades', '4 of Clubs', 'King of Clubs', 'King of Spades', '5 of Diamonds', 'Ace of Hearts', '5 of Clubs', '6 of Diamonds', '9 of Clubs', '10 of Spades', '2 of Spades', '9 of Hearts']",0,12,3 of Diamonds,"['10 of Clubs', '4 of Hearts']",2,18,False
8 of Hearts,"['8 of Hearts', '10 of Spades', '7 of Hearts', 'King of Diamonds', '3 of Clubs', '4 of Clubs', '10 of Clubs', 'Jack of Hearts', '6 of Diamonds', '7 of Spades', '6 of Clubs']",3,17,6 of Spades,['10 of Diamonds'],1,18,False
8 of Hearts,"['8 of Hearts', '10 of Spades', '7 of Hearts', 'King of Diamonds', '3 of Clubs', '4 of Clubs', '10 of Clubs', 'Jack of Hearts', '6 of Diamonds', '7 of Spades', '6 of Clubs']",1,23,6 of Spades,['10 of Diamonds'],1,18,False
8 of Hearts,"['8 of Hearts', '10 of Spades', '7 of Hearts', 'King of Diamonds', '3 of Clubs', '4 of Clubs', '10 of Clubs', 'Jack of Hearts', '6 of Diamonds', '7 of Spades', '6 of Clubs', 'King of Spades']",0,14,6 of Spades,['10 of Diamonds'],1,18,False
8 of Hearts,"['8 of Hearts', '10 of Spades', '7 of Hearts', 'King of Diamonds', '3 of Clubs', '4 of Clubs', '10 of Clubs', 'Jack of Hearts', '6 of Diamonds', '7 of Spades', '6 of Clubs', 'King of Spades']",0,16,6 of Spades,['10 of Diamonds'],1,18,False
8 of Hearts,"['8 of Hearts', '10 of Spades', '7 of Hearts', 'King of Diamonds', '3 of Clubs', '4 of Clubs', '10 of Clubs', 'Jack of Hearts', '6 of Diamonds', '7 of Spades', '6 of Clubs', 'King of Spades']",0,13,6 of Spades,['10 of Diamonds'],1,18,False
3 of Clubs,"['3 of Clubs', '4 of Diamonds', '6 of Diamonds', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '2 of Clubs', '5 of Hearts', 'Jack of Diamonds', '9 of Diamonds', '10 of Diamonds']",5,21,4 of Spades,"['Queen of Diamonds', '8 of Spades']",2,21,False
3 of Clubs,"['3 of Clubs', '4 of Diamonds', '6 of Diamonds', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '2 of Clubs', '5 of Hearts', 'Jack of Diamonds', '9 of Diamonds', '10 of Diamonds', '3 of Diamonds', '8 of Diamonds']",1,15,4 of Spades,"['Queen of Diamonds', '8 of Spades']",2,21,False
3 of Clubs,"['3 of Clubs', '4 of Diamonds', '6 of Diamonds', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '2 of Clubs', '5 of Hearts', 'Jack of Diamonds', '9 of Diamonds', '10 of Diamonds', '3 of Diamonds', '8 of Diamonds']",0,2,4 of Spades,"['Queen of Diamonds', '8 of Spades']",2,21,False
3 of Clubs,"['3 of Clubs', '4 of Diamonds', '6 of Diamonds', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '2 of Clubs', '5 of Hearts', 'Jack of Diamonds', '9 of Diamonds', '10 of Diamonds', '3 of Diamonds', '8 of Diamonds']",0,15,4 of Spades,"['Queen of Diamonds', '8 of Spades']",2,21,False
3 of Clubs,"['3 of Clubs', '4 of Diamonds', '6 of Diamonds', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '2 of Clubs', '5 of Hearts', 'Jack of Diamonds', '9 of Diamonds', '10 of Diamonds', '3 of Diamonds', '8 of Diamonds']",0,19,4 of Spades,"['Queen of Diamonds', '8 of Spades']",2,21,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', 'Jack of Diamonds', '8 of Spades', 'Jack of Clubs', 'Jack of Spades', '2 of Clubs', '7 of Hearts', '5 of Diamonds', '4 of Spades']",5,18,Ace of Clubs,"['9 of Diamonds', '9 of Spades']",2,23,True
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', 'Jack of Diamonds', '8 of Spades', 'Jack of Clubs', 'Jack of Spades', '2 of Clubs', '7 of Hearts', '5 of Diamonds', '4 of Spades']",1,18,Ace of Clubs,"['9 of Diamonds', '9 of Spades']",2,23,True
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', 'Jack of Diamonds', '8 of Spades', 'Jack of Clubs', 'Jack of Spades', '2 of Clubs', '7 of Hearts', '5 of Diamonds', '4 of Spades']",0,10,Ace of Clubs,"['9 of Diamonds', '9 of Spades']",2,23,True
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', 'Jack of Diamonds', '8 of Spades', 'Jack of Clubs', 'Jack of Spades', '2 of Clubs', '7 of Hearts', '5 of Diamonds', '4 of Spades']",0,9,Ace of Clubs,"['9 of Diamonds', '9 of Spades']",2,23,True
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', 'Jack of Diamonds', '8 of Spades', 'Jack of Clubs', 'Jack of Spades', '2 of Clubs', '7 of Hearts', '5 of Diamonds', '4 of Spades']",0,9,Ace of Clubs,"['9 of Diamonds', '9 of Spades']",2,23,True
8 of Clubs,"['8 of Clubs', 'King of Spades', 'Queen of Hearts', 'King of Hearts', '4 of Hearts', '6 of Hearts', '4 of Spades', '5 of Clubs', '3 of Clubs', '2 of Spades', '2 of Clubs']",5,20,3 of Spades,['Queen of Spades'],1,18,True
8 of Clubs,"['8 of Clubs', 'King of Spades', 'Queen of Hearts', 'King of Hearts', '4 of Hearts', '6 of Hearts', '4 of Spades', '5 of Clubs', '3 of Clubs', '2 of Spades', '2 of Clubs']",2,17,3 of Spades,['Queen of Spades'],1,18,False
8 of Clubs,"['8 of Clubs', 'King of Spades', 'Queen of Hearts', 'King of Hearts', '4 of Hearts', '6 of Hearts', '4 of Spades', '5 of Clubs', '3 of Clubs', '2 of Spades', '2 of Clubs', '3 of Diamonds']",0,10,3 of Spades,['Queen of Spades'],1,18,False
8 of Clubs,"['8 of Clubs', 'King of Spades', 'Queen of Hearts', 'King of Hearts', '4 of Hearts', '6 of Hearts', '4 of Spades', '5 of Clubs', '3 of Clubs', '2 of Spades', '2 of Clubs', '3 of Diamonds']",1,9,3 of Spades,['Queen of Spades'],1,18,False
8 of Clubs,"['8 of Clubs', 'King of Spades', 'Queen of Hearts', 'King of Hearts', '4 of Hearts', '6 of Hearts', '4 of Spades', '5 of Clubs', '3 of Clubs', '2 of Spades', '2 of Clubs', '3 of Diamonds', 'Ace of Clubs']",0,2,3 of Spades,['Queen of Spades'],1,18,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Hearts', '5 of Clubs', 'Jack of Spades', '3 of Spades', 'Queen of Spades', 'Jack of Hearts', '6 of Diamonds', 'Ace of Hearts', '9 of Diamonds']",6,18,King of Diamonds,"['Ace of Clubs', 'Queen of Hearts']",2,21,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Hearts', '5 of Clubs', 'Jack of Spades', '3 of Spades', 'Queen of Spades', 'Jack of Hearts', '6 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '7 of Hearts']",3,22,King of Diamonds,"['Ace of Clubs', 'Queen of Hearts']",2,21,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Hearts', '5 of Clubs', 'Jack of Spades', '3 of Spades', 'Queen of Spades', 'Jack of Hearts', '6 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '7 of Hearts', '7 of Clubs']",0,13,King of Diamonds,"['Ace of Clubs', 'Queen of Hearts']",2,21,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Hearts', '5 of Clubs', 'Jack of Spades', '3 of Spades', 'Queen of Spades', 'Jack of Hearts', '6 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '7 of Hearts', '7 of Clubs']",1,16,King of Diamonds,"['Ace of Clubs', 'Queen of Hearts']",2,21,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Hearts', '5 of Clubs', 'Jack of Spades', '3 of Spades', 'Queen of Spades', 'Jack of Hearts', '6 of Diamonds', 'Ace of Hearts', '9 of Diamonds', '7 of Hearts', '7 of Clubs']",0,10,King of Diamonds,"['Ace of Clubs', 'Queen of Hearts']",2,21,False
King of Spades,"['King of Spades', '8 of Spades', '3 of Clubs', '9 of Hearts', '10 of Spades', '7 of Diamonds', 'Jack of Clubs', '5 of Spades', '2 of Hearts', 'Jack of Hearts', '9 of Diamonds']",8,19,Jack of Spades,"['3 of Hearts', '8 of Diamonds']",2,21,False
King of Spades,"['King of Spades', '8 of Spades', '3 of Clubs', '9 of Hearts', '10 of Spades', '7 of Diamonds', 'Jack of Clubs', '5 of Spades', '2 of Hearts', 'Jack of Hearts', '9 of Diamonds', '5 of Clubs', '3 of Diamonds']",3,19,Jack of Spades,"['3 of Hearts', '8 of Diamonds']",2,21,False
King of Spades,"['King of Spades', '8 of Spades', '3 of Clubs', '9 of Hearts', '10 of Spades', '7 of Diamonds', 'Jack of Clubs', '5 of Spades', '2 of Hearts', 'Jack of Hearts', '9 of Diamonds', '5 of Clubs', '3 of Diamonds']",0,17,Jack of Spades,"['3 of Hearts', '8 of Diamonds']",2,21,False
King of Spades,"['King of Spades', '8 of Spades', '3 of Clubs', '9 of Hearts', '10 of Spades', '7 of Diamonds', 'Jack of Clubs', '5 of Spades', '2 of Hearts', 'Jack of Hearts', '9 of Diamonds', '5 of Clubs', '3 of Diamonds']",1,7,Jack of Spades,"['3 of Hearts', '8 of Diamonds']",2,21,False
King of Spades,"['King of Spades', '8 of Spades', '3 of Clubs', '9 of Hearts', '10 of Spades', '7 of Diamonds', 'Jack of Clubs', '5 of Spades', '2 of Hearts', 'Jack of Hearts', '9 of Diamonds', '5 of Clubs', '3 of Diamonds']",0,19,Jack of Spades,"['3 of Hearts', '8 of Diamonds']",2,21,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', '8 of Diamonds', 'Jack of Clubs', 'Ace of Hearts', '5 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '9 of Hearts']",8,18,10 of Hearts,"['Ace of Spades', '4 of Clubs', 'King of Spades']",3,20,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', '8 of Diamonds', 'Jack of Clubs', 'Ace of Hearts', '5 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '9 of Hearts']",3,18,10 of Hearts,"['Ace of Spades', '4 of Clubs', 'King of Spades']",3,20,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', '8 of Diamonds', 'Jack of Clubs', 'Ace of Hearts', '5 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '9 of Hearts']",0,6,10 of Hearts,"['Ace of Spades', '4 of Clubs', 'King of Spades']",3,20,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', '8 of Diamonds', 'Jack of Clubs', 'Ace of Hearts', '5 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '9 of Hearts']",1,19,10 of Hearts,"['Ace of Spades', '4 of Clubs', 'King of Spades']",3,20,False
5 of Clubs,"['5 of Clubs', '8 of Hearts', '10 of Spades', '8 of Diamonds', 'Jack of Clubs', 'Ace of Hearts', '5 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '9 of Hearts']",0,14,10 of Hearts,"['Ace of Spades', '4 of Clubs', 'King of Spades']",3,20,False
5 of Spades,"['5 of Spades', 'Queen of Hearts', '4 of Hearts', 'Queen of Spades', '5 of Diamonds', '2 of Clubs', '10 of Hearts', 'King of Hearts', '10 of Diamonds', '9 of Diamonds', '9 of Clubs']",9,24,8 of Hearts,"['7 of Spades', 'Queen of Diamonds']",2,22,False
5 of Spades,"['5 of Spades', 'Queen of Hearts', '4 of Hearts', 'Queen of Spades', '5 of Diamonds', '2 of Clubs', '10 of Hearts', 'King of Hearts', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', 'Jack of Clubs']",3,15,8 of Hearts,"['7 of Spades', 'Queen of Diamonds']",2,22,True
5 of Spades,"['5 of Spades', 'Queen of Hearts', '4 of Hearts', 'Queen of Spades', '5 of Diamonds', '2 of Clubs', '10 of Hearts', 'King of Hearts', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', 'Jack of Clubs']",0,12,8 of Hearts,"['7 of Spades', 'Queen of Diamonds']",2,22,True
5 of Spades,"['5 of Spades', 'Queen of Hearts', '4 of Hearts', 'Queen of Spades', '5 of Diamonds', '2 of Clubs', '10 of Hearts', 'King of Hearts', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', 'Jack of Clubs']",1,20,8 of Hearts,"['7 of Spades', 'Queen of Diamonds']",2,22,True
5 of Spades,"['5 of Spades', 'Queen of Hearts', '4 of Hearts', 'Queen of Spades', '5 of Diamonds', '2 of Clubs', '10 of Hearts', 'King of Hearts', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', 'Jack of Clubs']",0,9,8 of Hearts,"['7 of Spades', 'Queen of Diamonds']",2,22,True
8 of Diamonds,"['8 of Diamonds', '7 of Hearts', 'Queen of Spades', '2 of Diamonds', 'King of Spades', '2 of Clubs', '7 of Spades', '5 of Clubs', '6 of Diamonds', '6 of Clubs', '10 of Clubs']",9,17,3 of Clubs,['King of Hearts'],1,18,False
8 of Diamonds,"['8 of Diamonds', '7 of Hearts', 'Queen of Spades', '2 of Diamonds', 'King of Spades', '2 of Clubs', '7 of Spades', '5 of Clubs', '6 of Diamonds', '6 of Clubs', '10 of Clubs']",4,22,3 of Clubs,['King of Hearts'],1,18,False
8 of Diamonds,"['8 of Diamonds', '7 of Hearts', 'Queen of Spades', '2 of Diamonds', 'King of Spades', '2 of Clubs', '7 of Spades', '5 of Clubs', '6 of Diamonds', '6 of Clubs', '10 of Clubs', 'Jack of Clubs']",0,9,3 of Clubs,['King of Hearts'],1,18,False
8 of Diamonds,"['8 of Diamonds', '7 of Hearts', 'Queen of Spades', '2 of Diamonds', 'King of Spades', '2 of Clubs', '7 of Spades', '5 of Clubs', '6 of Diamonds', '6 of Clubs', '10 of Clubs', 'Jack of Clubs']",1,11,3 of Clubs,['King of Hearts'],1,18,False
8 of Diamonds,"['8 of Diamonds', '7 of Hearts', 'Queen of Spades', '2 of Diamonds', 'King of Spades', '2 of Clubs', '7 of Spades', '5 of Clubs', '6 of Diamonds', '6 of Clubs', '10 of Clubs', 'Jack of Clubs']",0,16,3 of Clubs,['King of Hearts'],1,18,False
Ace of Spades,"['Ace of Spades', '8 of Diamonds', '6 of Diamonds', 'Jack of Hearts', '2 of Diamonds', '5 of Spades', '3 of Clubs', '10 of Hearts', '6 of Clubs', '6 of Hearts', '10 of Spades']",10,24,King of Spades,"['Jack of Diamonds', '5 of Diamonds', '9 of Diamonds']",3,25,False
Ace of Spades,"['Ace of Spades', '8 of Diamonds', '6 of Diamonds', 'Jack of Hearts', '2 of Diamonds', '5 of Spades', '3 of Clubs', '10 of Hearts', '6 of Clubs', '6 of Hearts', '10 of Spades', 'Queen of Hearts']",5,19,King of Spades,"['Jack of Diamonds', '5 of Diamonds', '9 of Diamonds']",3,25,True
Ace of Spades,"['Ace of Spades', '8 of Diamonds', '6 of Diamonds', 'Jack of Hearts', '2 of Diamonds', '5 of Spades', '3 of Clubs', '10 of Hearts', '6 of Clubs', '6 of Hearts', '10 of Spades', 'Queen of Hearts', '7 of Diamonds']",0,8,King of Spades,"['Jack of Diamonds', '5 of Diamonds', '9 of Diamonds']",3,25,True
Ace of Spades,"['Ace of Spades', '8 of Diamonds', '6 of Diamonds', 'Jack of Hearts', '2 of Diamonds', '5 of Spades', '3 of Clubs', '10 of Hearts', '6 of Clubs', '6 of Hearts', '10 of Spades', 'Queen of Hearts', '7 of Diamonds']",1,16,King of Spades,"['Jack of Diamonds', '5 of Diamonds', '9 of Diamonds']",3,25,True
Ace of Spades,"['Ace of Spades', '8 of Diamonds', '6 of Diamonds', 'Jack of Hearts', '2 of Diamonds', '5 of Spades', '3 of Clubs', '10 of Hearts', '6 of Clubs', '6 of Hearts', '10 of Spades', 'Queen of Hearts', '7 of Diamonds']",0,16,King of Spades,"['Jack of Diamonds', '5 of Diamonds', '9 of Diamonds']",3,25,True
King of Clubs,"['King of Clubs', '5 of Hearts', '2 of Spades', 'Jack of Spades', '10 of Hearts', '7 of Spades', '3 of Clubs', '6 of Diamonds', '4 of Hearts', '10 of Clubs', 'Ace of Diamonds']",11,17,6 of Hearts,['9 of Clubs'],1,19,False
King of Clubs,"['King of Clubs', '5 of Hearts', '2 of Spades', 'Jack of Spades', '10 of Hearts', '7 of Spades', '3 of Clubs', '6 of Diamonds', '4 of Hearts', '10 of Clubs', 'Ace of Diamonds', 'Queen of Hearts']",5,20,6 of Hearts,['9 of Clubs'],1,19,True
King of Clubs,"['King of Clubs', '5 of Hearts', '2 of Spades', 'Jack of Spades', '10 of Hearts', '7 of Spades', '3 of Clubs', '6 of Diamonds', '4 of Hearts', '10 of Clubs', 'Ace of Diamonds', 'Queen of Hearts']",0,10,6 of Hearts,['9 of Clubs'],1,19,False
King of Clubs,"['King of Clubs', '5 of Hearts', '2 of Spades', 'Jack of Spades', '10 of Hearts', '7 of Spades', '3 of Clubs', '6 of Diamonds', '4 of Hearts', '10 of Clubs', 'Ace of Diamonds', 'Queen of Hearts']",2,20,6 of Hearts,['9 of Clubs'],1,19,True
King of Clubs,"['King of Clubs', '5 of Hearts', '2 of Spades', 'Jack of Spades', '10 of Hearts', '7 of Spades', '3 of Clubs', '6 of Diamonds', '4 of Hearts', '10 of Clubs', 'Ace of Diamonds', 'Queen of Hearts', 'Queen of Diamonds']",0,11,6 of Hearts,['9 of Clubs'],1,19,False
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Diamonds', 'Ace of Spades', '10 of Diamonds', '8 of Spades', '4 of Diamonds', '8 of Hearts', '10 of Spades', '7 of Spades', '2 of Clubs']",12,17,7 of Clubs,"['2 of Hearts', 'Queen of Spades']",2,22,True
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Diamonds', 'Ace of Spades', '10 of Diamonds', '8 of Spades', '4 of Diamonds', '8 of Hearts', '10 of Spades', '7 of Spades', '2 of Clubs', '6 of Hearts']",6,18,7 of Clubs,"['2 of Hearts', 'Queen of Spades']",2,22,True
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Diamonds', 'Ace of Spades', '10 of Diamonds', '8 of Spades', '4 of Diamonds', '8 of Hearts', '10 of Spades', '7 of Spades', '2 of Clubs', '6 of Hearts', '7 of Hearts']",0,12,7 of Clubs,"['2 of Hearts', 'Queen of Spades']",2,22,True
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Diamonds', 'Ace of Spades', '10 of Diamonds', '8 of Spades', '4 of Diamonds', '8 of Hearts', '10 of Spades', '7 of Spades', '2 of Clubs', '6 of Hearts', '7 of Hearts']",2,18,7 of Clubs,"['2 of Hearts', 'Queen of Spades']",2,22,True
Queen of Clubs,"['Queen of Clubs', '5 of Diamonds', '6 of Diamonds', 'Ace of Spades', '10 of Diamonds', '8 of Spades', '4 of Diamonds', '8 of Hearts', '10 of Spades', '7 of Spades', '2 of Clubs', '6 of Hearts', '7 of Hearts']",0,9,7 of Clubs,"['2 of Hearts', 'Queen of Spades']",2,22,True
7 of Diamonds,"['7 of Diamonds', '4 of Clubs', '5 of Clubs', 'Queen of Spades', '8 of Clubs', '9 of Spades', 'Jack of Diamonds', '2 of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Diamonds']",14,18,King of Hearts,['Queen of Clubs'],1,17,True
7 of Diamonds,"['7 of Diamonds', '4 of Clubs', '5 of Clubs', 'Queen of Spades', '8 of Clubs', '9 of Spades', 'Jack of Diamonds', '2 of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Diamonds', '3 of Diamonds', '6 of Hearts']",6,18,King of Hearts,['Queen of Clubs'],1,17,True
7 of Diamonds,"['7 of Diamonds', '4 of Clubs', '5 of Clubs', 'Queen of Spades', '8 of Clubs', '9 of Spades', 'Jack of Diamonds', '2 of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Diamonds', '3 of Diamonds', '6 of Hearts']",0,19,King of Hearts,['Queen of Clubs'],1,17,True
7 of Diamonds,"['7 of Diamonds', '4 of Clubs', '5 of Clubs', 'Queen of Spades', '8 of Clubs', '9 of Spades', 'Jack of Diamonds', '2 of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Diamonds', '3 of Diamonds', '6 of Hearts']",2,12,King of Hearts,['Queen of Clubs'],1,17,False
7 of Diamonds,"['7 of Diamonds', '4 of Clubs', '5 of Clubs', 'Queen of Spades', '8 of Clubs', '9 of Spades', 'Jack of Diamonds', '2 of Clubs', '10 of Hearts', '6 of Diamonds', '9 of Diamonds', '3 of Diamonds', '6 of Hearts']",0,15,King of Hearts,['Queen of Clubs'],1,17,False
6 of Spades,"['6 of Spades', 'King of Spades', 'Queen of Spades', '8 of Diamonds', 'Ace of Spades', 'King of Clubs', '6 of Clubs', '7 of Hearts', '8 of Clubs', '3 of Spades', '2 of Spades']",14,20,10 of Clubs,"['9 of Diamonds', '2 of Hearts']",2,17,True
6 of Spades,"['6 of Spades', 'King of Spades', 'Queen of Spades', '8 of Diamonds', 'Ace of Spades', 'King of Clubs', '6 of Clubs', '7 of Hearts', '8 of Clubs', '3 of Spades', '2 of Spades']",7,19,10 of Clubs,"['9 of Diamonds', '2 of Hearts']",2,17,True
6 of Spades,"['6 of Spades', 'King of Spades', 'Queen of Spades', '8 of Diamonds', 'Ace of Spades', 'King of Clubs', '6 of Clubs', '7 of Hearts', '8 of Clubs', '3 of Spades', '2 of Spades', 'Queen of Clubs']",0,16,10 of Clubs,"['9 of Diamonds', '2 of Hearts']",2,17,False
6 of Spades,"['6 of Spades', 'King of Spades', 'Queen of Spades', '8 of Diamonds', 'Ace of Spades', 'King of Clubs', '6 of Clubs', '7 of Hearts', '8 of Clubs', '3 of Spades', '2 of Spades', 'Queen of Clubs']",2,15,10 of Clubs,"['9 of Diamonds', '2 of Hearts']",2,17,False
6 of Spades,"['6 of Spades', 'King of Spades', 'Queen of Spades', '8 of Diamonds', 'Ace of Spades', 'King of Clubs', '6 of Clubs', '7 of Hearts', '8 of Clubs', '3 of Spades', '2 of Spades', 'Queen of Clubs']",0,5,10 of Clubs,"['9 of Diamonds', '2 of Hearts']",2,17,False
Queen of Spades,"['Queen of Spades', '7 of Hearts', '4 of Spades', '7 of Spades', '10 of Diamonds', '9 of Clubs', '3 of Diamonds', '9 of Hearts', '8 of Clubs', 'King of Diamonds', 'King of Clubs']",16,21,4 of Diamonds,"['3 of Hearts', '6 of Hearts']",2,19,True
Queen of Spades,"['Queen of Spades', '7 of Hearts', '4 of Spades', '7 of Spades', '10 of Diamonds', '9 of Clubs', '3 of Diamonds', '9 of Hearts', '8 of Clubs', 'King of Diamonds', 'King of Clubs', 'Ace of Hearts', '9 of Spades']",7,17,4 of Diamonds,"['3 of Hearts', '6 of Hearts']",2,19,False
