Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '9 of Clubs', '9 of Hearts', '3 of Hearts', '7 of Spades', '7 of Diamonds', '5 of Hearts', 'Queen of Diamonds', 'King of Clubs', '7 of Clubs', 'Ace of Diamonds', '3 of Diamonds']",0,7,Jack of Hearts,"['8 of Diamonds', 'King of Spades']",2,22,True
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '9 of Clubs', '9 of Hearts', '3 of Hearts', '7 of Spades', '7 of Diamonds', '5 of Hearts', 'Queen of Diamonds', 'King of Clubs', '7 of Clubs', 'Ace of Diamonds', '3 of Diamonds']",4,15,Jack of Hearts,"['8 of Diamonds', 'King of Spades']",2,22,True
4 of Diamonds,"['4 of Diamonds', '4 of Hearts', '9 of Clubs', '9 of Hearts', '3 of Hearts', '7 of Spades', '7 of Diamonds', '5 of Hearts', 'Queen of Diamonds', 'King of Clubs', '7 of Clubs', 'Ace of Diamonds', '3 of Diamonds']",0,17,Jack of Hearts,"['8 of Diamonds', 'King of Spades']",2,22,True
9 of Diamonds,"['9 of Diamonds', '7 of Spades', '7 of Clubs', 'Ace of Clubs', '5 of Spades', 'King of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '4 of Diamonds', '9 of Hearts', 'King of Hearts']",7,18,10 of Hearts,['9 of Spades'],1,18,False
9 of Diamonds,"['9 of Diamonds', '7 of Spades', '7 of Clubs', 'Ace of Clubs', '5 of Spades', 'King of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '4 of Diamonds', '9 of Hearts', 'King of Hearts', '3 of Clubs', '6 of Spades', '2 of Spades', 'Jack of Clubs']",6,26,10 of Hearts,['9 of Spades'],1,18,False
9 of Diamonds,"['9 of Diamonds', '7 of Spades', '7 of Clubs', 'Ace of Clubs', '5 of Spades', 'King of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '4 of Diamonds', '9 of Hearts', 'King of Hearts', '3 of Clubs', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', '10 of Clubs']",0,12,10 of Hearts,['9 of Spades'],1,18,False
9 of Diamonds,"['9 of Diamonds', '7 of Spades', '7 of Clubs', 'Ace of Clubs', '5 of Spades', 'King of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '4 of Diamonds', '9 of Hearts', 'King of Hearts', '3 of Clubs', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', '10 of Clubs']",4,5,10 of Hearts,['9 of Spades'],1,18,False
9 of Diamonds,"['9 of Diamonds', '7 of Spades', '7 of Clubs', 'Ace of Clubs', '5 of Spades', 'King of Diamonds', '2 of Diamonds', 'Ace of Diamonds', '4 of Diamonds', '9 of Hearts', 'King of Hearts', '3 of Clubs', '6 of Spades', '2 of Spades', 'Jack of Clubs', 'Queen of Hearts', '10 of Clubs']",0,19,10 of Hearts,['9 of Spades'],1,18,True
10 of Diamonds,"['10 of Diamonds', '10 of Spades', '8 of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Hearts', '2 of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', '7 of Clubs']",7,18,Queen of Hearts,['8 of Clubs'],1,18,False
10 of Diamonds,"['10 of Diamonds', '10 of Spades', '8 of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Hearts', '2 of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', '7 of Clubs']",7,19,Queen of Hearts,['8 of Clubs'],1,18,True
10 of Diamonds,"['10 of Diamonds', '10 of Spades', '8 of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Hearts', '2 of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', '7 of Clubs', '9 of Hearts']",0,12,Queen of Hearts,['8 of Clubs'],1,18,False
10 of Diamonds,"['10 of Diamonds', '10 of Spades', '8 of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Hearts', '2 of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', '7 of Clubs', '9 of Hearts']",4,8,Queen of Hearts,['8 of Clubs'],1,18,False
10 of Diamonds,"['10 of Diamonds', '10 of Spades', '8 of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Hearts', '2 of Spades', '5 of Hearts', '3 of Clubs', '7 of Hearts', '7 of Clubs', '9 of Hearts']",0,7,Queen of Hearts,['8 of Clubs'],1,18,False
6 of Clubs,"['6 of Clubs', 'Ace of Hearts', 'Ace of Clubs', '3 of Hearts', '4 of Hearts', '7 of Spades', 'King of Hearts', '10 of Hearts', '10 of Spades', 'King of Diamonds', '5 of Clubs']",13,26,9 of Diamonds,"['Jack of Diamonds', '9 of Hearts']",2,25,False
6 of Clubs,"['6 of Clubs', 'Ace of Hearts', 'Ace of Clubs', '3 of Hearts', '4 of Hearts', '7 of Spades', 'King of Hearts', '10 of Hearts', '10 of Spades', 'King of Diamonds', '5 of Clubs', '5 of Spades', 'Queen of Diamonds', '10 of Clubs', 'King of Clubs', '4 of Clubs', '4 of Spades']",8,16,9 of Diamonds,"['Jack of Diamonds', '9 of Hearts']",2,25,True
6 of Clubs,"['6 of Clubs', 'Ace of Hearts', 'Ace of Clubs', '3 of Hearts', '4 of Hearts', '7 of Spades', 'King of Hearts', '10 of Hearts', '10 of Spades', 'King of Diamonds', '5 of Clubs', '5 of Spades', 'Queen of Diamonds', '10 of Clubs', 'King of Clubs', '4 of Clubs', '4 of Spades', '9 of Clubs']",0,17,9 of Diamonds,"['Jack of Diamonds', '9 of Hearts']",2,25,True
6 of Clubs,"['6 of Clubs', 'Ace of Hearts', 'Ace of Clubs', '3 of Hearts', '4 of Hearts', '7 of Spades', 'King of Hearts', '10 of Hearts', '10 of Spades', 'King of Diamonds', '5 of Clubs', '5 of Spades', 'Queen of Diamonds', '10 of Clubs', 'King of Clubs', '4 of Clubs', '4 of Spades', '9 of Clubs']",5,14,9 of Diamonds,"['Jack of Diamonds', '9 of Hearts']",2,25,True
6 of Clubs,"['6 of Clubs', 'Ace of Hearts', 'Ace of Clubs', '3 of Hearts', '4 of Hearts', '7 of Spades', 'King of Hearts', '10 of Hearts', '10 of Spades', 'King of Diamonds', '5 of Clubs', '5 of Spades', 'Queen of Diamonds', '10 of Clubs', 'King of Clubs', '4 of Clubs', '4 of Spades', '9 of Clubs', '4 of Diamonds']",0,15,9 of Diamonds,"['Jack of Diamonds', '9 of Hearts']",2,25,True
3 of Diamonds,"['3 of Diamonds', '6 of Spades', '10 of Spades', '4 of Hearts', 'Ace of Spades', '9 of Spades', 'King of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', 'Ace of Clubs']",14,26,Jack of Diamonds,"['4 of Clubs', 'Jack of Spades']",2,17,False
3 of Diamonds,"['3 of Diamonds', '6 of Spades', '10 of Spades', '4 of Hearts', 'Ace of Spades', '9 of Spades', 'King of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Clubs']",11,19,Jack of Diamonds,"['4 of Clubs', 'Jack of Spades']",2,17,True
3 of Diamonds,"['3 of Diamonds', '6 of Spades', '10 of Spades', '4 of Hearts', 'Ace of Spades', '9 of Spades', 'King of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Clubs', '3 of Clubs', 'Ace of Diamonds', 'Jack of Hearts']",0,19,Jack of Diamonds,"['4 of Clubs', 'Jack of Spades']",2,17,True
3 of Diamonds,"['3 of Diamonds', '6 of Spades', '10 of Spades', '4 of Hearts', 'Ace of Spades', '9 of Spades', 'King of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Clubs', '3 of Clubs', 'Ace of Diamonds', 'Jack of Hearts']",5,17,Jack of Diamonds,"['4 of Clubs', 'Jack of Spades']",2,17,False
3 of Diamonds,"['3 of Diamonds', '6 of Spades', '10 of Spades', '4 of Hearts', 'Ace of Spades', '9 of Spades', 'King of Spades', 'King of Diamonds', '7 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Clubs', '3 of Clubs', 'Ace of Diamonds', 'Jack of Hearts']",0,3,Jack of Diamonds,"['4 of Clubs', 'Jack of Spades']",2,17,False
9 of Hearts,"['9 of Hearts', '6 of Hearts', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '7 of Spades', '10 of Clubs', '6 of Spades', 'Jack of Diamonds', 'King of Hearts', '4 of Hearts']",15,26,8 of Spades,"['5 of Diamonds', '2 of Diamonds', 'Jack of Clubs']",3,26,False
9 of Hearts,"['9 of Hearts', '6 of Hearts', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '7 of Spades', '10 of Clubs', '6 of Spades', 'Jack of Diamonds', 'King of Hearts', '4 of Hearts', 'Queen of Hearts']",11,19,8 of Spades,"['5 of Diamonds', '2 of Diamonds', 'Jack of Clubs']",3,26,True
9 of Hearts,"['9 of Hearts', '6 of Hearts', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '7 of Spades', '10 of Clubs', '6 of Spades', 'Jack of Diamonds', 'King of Hearts', '4 of Hearts', 'Queen of Hearts']",0,17,8 of Spades,"['5 of Diamonds', '2 of Diamonds', 'Jack of Clubs']",3,26,True
9 of Hearts,"['9 of Hearts', '6 of Hearts', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '7 of Spades', '10 of Clubs', '6 of Spades', 'Jack of Diamonds', 'King of Hearts', '4 of Hearts', 'Queen of Hearts']",6,25,8 of Spades,"['5 of Diamonds', '2 of Diamonds', 'Jack of Clubs']",3,26,False
9 of Hearts,"['9 of Hearts', '6 of Hearts', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '7 of Spades', '10 of Clubs', '6 of Spades', 'Jack of Diamonds', 'King of Hearts', '4 of Hearts', 'Queen of Hearts', '9 of Diamonds']",0,14,8 of Spades,"['5 of Diamonds', '2 of Diamonds', 'Jack of Clubs']",3,26,True
10 of Clubs,"['10 of Clubs', '4 of Diamonds', 'Queen of Hearts', '3 of Diamonds', 'Jack of Spades', '3 of Spades', '8 of Diamonds', '6 of Hearts', '9 of Hearts', '2 of Clubs', '5 of Diamonds']",16,23,7 of Clubs,"['2 of Spades', 'Queen of Clubs']",2,22,False
10 of Clubs,"['10 of Clubs', '4 of Diamonds', 'Queen of Hearts', '3 of Diamonds', 'Jack of Spades', '3 of Spades', '8 of Diamonds', '6 of Hearts', '9 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Spades']",12,22,7 of Clubs,"['2 of Spades', 'Queen of Clubs']",2,22,False
10 of Clubs,"['10 of Clubs', '4 of Diamonds', 'Queen of Hearts', '3 of Diamonds', 'Jack of Spades', '3 of Spades', '8 of Diamonds', '6 of Hearts', '9 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Spades', '9 of Diamonds']",0,11,7 of Clubs,"['2 of Spades', 'Queen of Clubs']",2,22,True
10 of Clubs,"['10 of Clubs', '4 of Diamonds', 'Queen of Hearts', '3 of Diamonds', 'Jack of Spades', '3 of Spades', '8 of Diamonds', '6 of Hearts', '9 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Spades', '9 of Diamonds']",6,15,7 of Clubs,"['2 of Spades', 'Queen of Clubs']",2,22,True
10 of Clubs,"['10 of Clubs', '4 of Diamonds', 'Queen of Hearts', '3 of Diamonds', 'Jack of Spades', '3 of Spades', '8 of Diamonds', '6 of Hearts', '9 of Hearts', '2 of Clubs', '5 of Diamonds', '9 of Spades', '9 of Diamonds']",0,7,7 of Clubs,"['2 of Spades', 'Queen of Clubs']",2,22,True
6 of Diamonds,"['6 of Diamonds', '7 of Hearts', '7 of Spades', '2 of Diamonds', '8 of Clubs', '3 of Clubs', '9 of Clubs', '4 of Spades', 'Ace of Hearts', 'King of Clubs', '3 of Hearts']",19,17,Jack of Spades,"['8 of Hearts', '5 of Clubs']",2,19,False
6 of Diamonds,"['6 of Diamonds', '7 of Hearts', '7 of Spades', '2 of Diamonds', '8 of Clubs', '3 of Clubs', '9 of Clubs', '4 of Spades', 'Ace of Hearts', 'King of Clubs', '3 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds']",13,20,Jack of Spades,"['8 of Hearts', '5 of Clubs']",2,19,True
6 of Diamonds,"['6 of Diamonds', '7 of Hearts', '7 of Spades', '2 of Diamonds', '8 of Clubs', '3 of Clubs', '9 of Clubs', '4 of Spades', 'Ace of Hearts', 'King of Clubs', '3 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '10 of Clubs']",0,12,Jack of Spades,"['8 of Hearts', '5 of Clubs']",2,19,False
6 of Diamonds,"['6 of Diamonds', '7 of Hearts', '7 of Spades', '2 of Diamonds', '8 of Clubs', '3 of Clubs', '9 of Clubs', '4 of Spades', 'Ace of Hearts', 'King of Clubs', '3 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '10 of Clubs']",6,5,Jack of Spades,"['8 of Hearts', '5 of Clubs']",2,19,False
6 of Diamonds,"['6 of Diamonds', '7 of Hearts', '7 of Spades', '2 of Diamonds', '8 of Clubs', '3 of Clubs', '9 of Clubs', '4 of Spades', 'Ace of Hearts', 'King of Clubs', '3 of Hearts', 'Queen of Hearts', '9 of Diamonds', '5 of Diamonds', '10 of Clubs']",0,13,Jack of Spades,"['8 of Hearts', '5 of Clubs']",2,19,False
3 of Spades,"['3 of Spades', '9 of Clubs', '4 of Diamonds', 'Ace of Clubs', '5 of Spades', 'Ace of Hearts', 'Queen of Hearts', 'Jack of Clubs', '8 of Clubs', '6 of Hearts', '5 of Diamonds']",20,23,4 of Clubs,"['10 of Diamonds', '6 of Spades']",2,19,False
3 of Spades,"['3 of Spades', '9 of Clubs', '4 of Diamonds', 'Ace of Clubs', '5 of Spades', 'Ace of Hearts', 'Queen of Hearts', 'Jack of Clubs', '8 of Clubs', '6 of Hearts', '5 of Diamonds', 'Jack of Spades']",15,14,4 of Clubs,"['10 of Diamonds', '6 of Spades']",2,19,False
3 of Spades,"['3 of Spades', '9 of Clubs', '4 of Diamonds', 'Ace of Clubs', '5 of Spades', 'Ace of Hearts', 'Queen of Hearts', 'Jack of Clubs', '8 of Clubs', '6 of Hearts', '5 of Diamonds', 'Jack of Spades', '2 of Diamonds', '6 of Clubs']",0,11,4 of Clubs,"['10 of Diamonds', '6 of Spades']",2,19,False
3 of Spades,"['3 of Spades', '9 of Clubs', '4 of Diamonds', 'Ace of Clubs', '5 of Spades', 'Ace of Hearts', 'Queen of Hearts', 'Jack of Clubs', '8 of Clubs', '6 of Hearts', '5 of Diamonds', 'Jack of Spades', '2 of Diamonds', '6 of Clubs']",6,18,4 of Clubs,"['10 of Diamonds', '6 of Spades']",2,19,False
3 of Spades,"['3 of Spades', '9 of Clubs', '4 of Diamonds', 'Ace of Clubs', '5 of Spades', 'Ace of Hearts', 'Queen of Hearts', 'Jack of Clubs', '8 of Clubs', '6 of Hearts', '5 of Diamonds', 'Jack of Spades', '2 of Diamonds', '6 of Clubs']",0,11,4 of Clubs,"['10 of Diamonds', '6 of Spades']",2,19,False
2 of Clubs,"['2 of Clubs', '5 of Hearts', 'Jack of Hearts', '8 of Clubs', '7 of Clubs', '4 of Spades', '7 of Diamonds', '7 of Hearts', 'King of Hearts', '9 of Hearts', 'Ace of Diamonds']",21,22,4 of Hearts,"['3 of Clubs', 'Ace of Clubs', 'Queen of Hearts', '6 of Diamonds']",4,22,False
2 of Clubs,"['2 of Clubs', '5 of Hearts', 'Jack of Hearts', '8 of Clubs', '7 of Clubs', '4 of Spades', '7 of Diamonds', '7 of Hearts', 'King of Hearts', '9 of Hearts', 'Ace of Diamonds', '7 of Spades']",15,15,4 of Hearts,"['3 of Clubs', 'Ace of Clubs', 'Queen of Hearts', '6 of Diamonds']",4,22,True
2 of Clubs,"['2 of Clubs', '5 of Hearts', 'Jack of Hearts', '8 of Clubs', '7 of Clubs', '4 of Spades', '7 of Diamonds', '7 of Hearts', 'King of Hearts', '9 of Hearts', 'Ace of Diamonds', '7 of Spades']",0,11,4 of Hearts,"['3 of Clubs', 'Ace of Clubs', 'Queen of Hearts', '6 of Diamonds']",4,22,True
2 of Clubs,"['2 of Clubs', '5 of Hearts', 'Jack of Hearts', '8 of Clubs', '7 of Clubs', '4 of Spades', '7 of Diamonds', '7 of Hearts', 'King of Hearts', '9 of Hearts', 'Ace of Diamonds', '7 of Spades']",6,17,4 of Hearts,"['3 of Clubs', 'Ace of Clubs', 'Queen of Hearts', '6 of Diamonds']",4,22,True
2 of Clubs,"['2 of Clubs', '5 of Hearts', 'Jack of Hearts', '8 of Clubs', '7 of Clubs', '4 of Spades', '7 of Diamonds', '7 of Hearts', 'King of Hearts', '9 of Hearts', 'Ace of Diamonds', '7 of Spades']",0,10,4 of Hearts,"['3 of Clubs', 'Ace of Clubs', 'Queen of Hearts', '6 of Diamonds']",4,22,True
2 of Hearts,"['2 of Hearts', '7 of Spades', '9 of Spades', 'Ace of Hearts', '8 of Diamonds', '2 of Clubs', '10 of Spades', 'King of Spades', '3 of Spades', '6 of Clubs', '5 of Spades']",22,26,6 of Diamonds,"['Queen of Diamonds', 'Ace of Spades', 'King of Clubs']",3,23,False
2 of Hearts,"['2 of Hearts', '7 of Spades', '9 of Spades', 'Ace of Hearts', '8 of Diamonds', '2 of Clubs', '10 of Spades', 'King of Spades', '3 of Spades', '6 of Clubs', '5 of Spades', 'Jack of Spades']",16,19,6 of Diamonds,"['Queen of Diamonds', 'Ace of Spades', 'King of Clubs']",3,23,True
2 of Hearts,"['2 of Hearts', '7 of Spades', '9 of Spades', 'Ace of Hearts', '8 of Diamonds', '2 of Clubs', '10 of Spades', 'King of Spades', '3 of Spades', '6 of Clubs', '5 of Spades', 'Jack of Spades', 'Queen of Hearts']",0,12,6 of Diamonds,"['Queen of Diamonds', 'Ace of Spades', 'King of Clubs']",3,23,True
2 of Hearts,"['2 of Hearts', '7 of Spades', '9 of Spades', 'Ace of Hearts', '8 of Diamonds', '2 of Clubs', '10 of Spades', 'King of Spades', '3 of Spades', '6 of Clubs', '5 of Spades', 'Jack of Spades', 'Queen of Hearts']",6,13,6 of Diamonds,"['Queen of Diamonds', 'Ace of Spades', 'King of Clubs']",3,23,True
2 of Hearts,"['2 of Hearts', '7 of Spades', '9 of Spades', 'Ace of Hearts', '8 of Diamonds', '2 of Clubs', '10 of Spades', 'King of Spades', '3 of Spades', '6 of Clubs', '5 of Spades', 'Jack of Spades', 'Queen of Hearts']",0,11,6 of Diamonds,"['Queen of Diamonds', 'Ace of Spades', 'King of Clubs']",3,23,True
3 of Spades,"['3 of Spades', '3 of Clubs', '5 of Hearts', '5 of Spades', '3 of Diamonds', '8 of Spades', '6 of Hearts', '2 of Clubs', '5 of Clubs', '4 of Spades', 'King of Hearts']",24,25,Queen of Diamonds,"['3 of Hearts', '9 of Diamonds', '4 of Clubs']",3,19,False
3 of Spades,"['3 of Spades', '3 of Clubs', '5 of Hearts', '5 of Spades', '3 of Diamonds', '8 of Spades', '6 of Hearts', '2 of Clubs', '5 of Clubs', '4 of Spades', 'King of Hearts', '7 of Diamonds', 'King of Diamonds']",17,14,Queen of Diamonds,"['3 of Hearts', '9 of Diamonds', '4 of Clubs']",3,19,False
3 of Spades,"['3 of Spades', '3 of Clubs', '5 of Hearts', '5 of Spades', '3 of Diamonds', '8 of Spades', '6 of Hearts', '2 of Clubs', '5 of Clubs', '4 of Spades', 'King of Hearts', '7 of Diamonds', 'King of Diamonds', '6 of Spades']",0,14,Queen of Diamonds,"['3 of Hearts', '9 of Diamonds', '4 of Clubs']",3,19,False
3 of Spades,"['3 of Spades', '3 of Clubs', '5 of Hearts', '5 of Spades', '3 of Diamonds', '8 of Spades', '6 of Hearts', '2 of Clubs', '5 of Clubs', '4 of Spades', 'King of Hearts', '7 of Diamonds', 'King of Diamonds', '6 of Spades']",7,17,Queen of Diamonds,"['3 of Hearts', '9 of Diamonds', '4 of Clubs']",3,19,False
3 of Spades,"['3 of Spades', '3 of Clubs', '5 of Hearts', '5 of Spades', '3 of Diamonds', '8 of Spades', '6 of Hearts', '2 of Clubs', '5 of Clubs', '4 of Spades', 'King of Hearts', '7 of Diamonds', 'King of Diamonds', '6 of Spades', '10 of Hearts']",0,14,Queen of Diamonds,"['3 of Hearts', '9 of Diamonds', '4 of Clubs']",3,19,False
2 of Hearts,"['2 of Hearts', '3 of Hearts', '4 of Hearts', 'Ace of Clubs', 'Queen of Diamonds', '7 of Diamonds', 'Queen of Spades', 'Jack of Diamonds', 'King of Spades', '7 of Spades', '5 of Hearts']",26,25,7 of Clubs,"['5 of Diamonds', '9 of Diamonds', '8 of Diamonds']",3,24,False
2 of Hearts,"['2 of Hearts', '3 of Hearts', '4 of Hearts', 'Ace of Clubs', 'Queen of Diamonds', '7 of Diamonds', 'Queen of Spades', 'Jack of Diamonds', 'King of Spades', '7 of Spades', '5 of Hearts', '8 of Spades', '10 of Clubs']",18,21,7 of Clubs,"['5 of Diamonds', '9 of Diamonds', '8 of Diamonds']",3,24,True
2 of Hearts,"['2 of Hearts', '3 of Hearts', '4 of Hearts', 'Ace of Clubs', 'Queen of Diamonds', '7 of Diamonds', 'Queen of Spades', 'Jack of Diamonds', 'King of Spades', '7 of Spades', '5 of Hearts', '8 of Spades', '10 of Clubs', '10 of Hearts']",0,17,7 of Clubs,"['5 of Diamonds', '9 of Diamonds', '8 of Diamonds']",3,24,True
2 of Hearts,"['2 of Hearts', '3 of Hearts', '4 of Hearts', 'Ace of Clubs', 'Queen of Diamonds', '7 of Diamonds', 'Queen of Spades', 'Jack of Diamonds', 'King of Spades', '7 of Spades', '5 of Hearts', '8 of Spades', '10 of Clubs', '10 of Hearts']",7,20,7 of Clubs,"['5 of Diamonds', '9 of Diamonds', '8 of Diamonds']",3,24,True
2 of Hearts,"['2 of Hearts', '3 of Hearts', '4 of Hearts', 'Ace of Clubs', 'Queen of Diamonds', '7 of Diamonds', 'Queen of Spades', 'Jack of Diamonds', 'King of Spades', '7 of Spades', '5 of Hearts', '8 of Spades', '10 of Clubs', '10 of Hearts']",0,12,7 of Clubs,"['5 of Diamonds', '9 of Diamonds', '8 of Diamonds']",3,24,True
6 of Spades,"['6 of Spades', '10 of Spades', '3 of Spades', 'King of Hearts', '2 of Diamonds', '10 of Diamonds', '5 of Diamonds', '4 of Clubs', '8 of Clubs', '7 of Diamonds', 'Queen of Clubs']",27,22,Jack of Hearts,"['Ace of Clubs', 'Ace of Hearts', '4 of Diamonds', '7 of Clubs']",4,19,False
6 of Spades,"['6 of Spades', '10 of Spades', '3 of Spades', 'King of Hearts', '2 of Diamonds', '10 of Diamonds', '5 of Diamonds', '4 of Clubs', '8 of Clubs', '7 of Diamonds', 'Queen of Clubs', '9 of Diamonds']",18,12,Jack of Hearts,"['Ace of Clubs', 'Ace of Hearts', '4 of Diamonds', '7 of Clubs']",4,19,False
6 of Spades,"['6 of Spades', '10 of Spades', '3 of Spades', 'King of Hearts', '2 of Diamonds', '10 of Diamonds', '5 of Diamonds', '4 of Clubs', '8 of Clubs', '7 of Diamonds', 'Queen of Clubs', '9 of Diamonds']",0,15,Jack of Hearts,"['Ace of Clubs', 'Ace of Hearts', '4 of Diamonds', '7 of Clubs']",4,19,False
