Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
9 of Hearts,"['9 of Hearts', '9 of Clubs', '8 of Diamonds', '10 of Diamonds', '7 of Clubs', 'Queen of Diamonds', 'Queen of Clubs', '5 of Clubs', '2 of Spades', '8 of Clubs', 'Ace of Spades']",8,17,6 of Diamonds,"['5 of Spades', '10 of Clubs']",2,24,True
9 of Hearts,"['9 of Hearts', '9 of Clubs', '8 of Diamonds', '10 of Diamonds', '7 of Clubs', 'Queen of Diamonds', 'Queen of Clubs', '5 of Clubs', '2 of Spades', '8 of Clubs', 'Ace of Spades']",10,17,6 of Diamonds,"['5 of Spades', '10 of Clubs']",2,24,True
9 of Hearts,"['9 of Hearts', '9 of Clubs', '8 of Diamonds', '10 of Diamonds', '7 of Clubs', 'Queen of Diamonds', 'Queen of Clubs', '5 of Clubs', '2 of Spades', '8 of Clubs', 'Ace of Spades']",0,10,6 of Diamonds,"['5 of Spades', '10 of Clubs']",2,24,True
9 of Hearts,"['9 of Hearts', '9 of Clubs', '8 of Diamonds', '10 of Diamonds', '7 of Clubs', 'Queen of Diamonds', 'Queen of Clubs', '5 of Clubs', '2 of Spades', '8 of Clubs', 'Ace of Spades']",4,7,6 of Diamonds,"['5 of Spades', '10 of Clubs']",2,24,True
9 of Hearts,"['9 of Hearts', '9 of Clubs', '8 of Diamonds', '10 of Diamonds', '7 of Clubs', 'Queen of Diamonds', 'Queen of Clubs', '5 of Clubs', '2 of Spades', '8 of Clubs', 'Ace of Spades']",0,9,6 of Diamonds,"['5 of Spades', '10 of Clubs']",2,24,True
5 of Diamonds,"['5 of Diamonds', '8 of Diamonds', '5 of Hearts', 'Ace of Diamonds', 'King of Spades', '7 of Clubs', 'Queen of Spades', '2 of Clubs', '8 of Clubs', 'Jack of Clubs', 'Queen of Clubs']",10,21,Jack of Hearts,"['4 of Diamonds', '10 of Diamonds']",2,19,True
5 of Diamonds,"['5 of Diamonds', '8 of Diamonds', '5 of Hearts', 'Ace of Diamonds', 'King of Spades', '7 of Clubs', 'Queen of Spades', '2 of Clubs', '8 of Clubs', 'Jack of Clubs', 'Queen of Clubs', '2 of Hearts', '6 of Clubs']",11,13,Jack of Hearts,"['4 of Diamonds', '10 of Diamonds']",2,19,False
5 of Diamonds,"['5 of Diamonds', '8 of Diamonds', '5 of Hearts', 'Ace of Diamonds', 'King of Spades', '7 of Clubs', 'Queen of Spades', '2 of Clubs', '8 of Clubs', 'Jack of Clubs', 'Queen of Clubs', '2 of Hearts', '6 of Clubs', '2 of Spades']",0,17,Jack of Hearts,"['4 of Diamonds', '10 of Diamonds']",2,19,False
5 of Diamonds,"['5 of Diamonds', '8 of Diamonds', '5 of Hearts', 'Ace of Diamonds', 'King of Spades', '7 of Clubs', 'Queen of Spades', '2 of Clubs', '8 of Clubs', 'Jack of Clubs', 'Queen of Clubs', '2 of Hearts', '6 of Clubs', '2 of Spades']",4,10,Jack of Hearts,"['4 of Diamonds', '10 of Diamonds']",2,19,False
5 of Diamonds,"['5 of Diamonds', '8 of Diamonds', '5 of Hearts', 'Ace of Diamonds', 'King of Spades', '7 of Clubs', 'Queen of Spades', '2 of Clubs', '8 of Clubs', 'Jack of Clubs', 'Queen of Clubs', '2 of Hearts', '6 of Clubs', '2 of Spades']",0,20,Jack of Hearts,"['4 of Diamonds', '10 of Diamonds']",2,19,True
8 of Hearts,"['8 of Hearts', '10 of Hearts', '8 of Diamonds', 'King of Spades', 'Ace of Diamonds', '5 of Clubs', '6 of Hearts', 'Ace of Hearts', '3 of Diamonds', '4 of Clubs', '5 of Hearts']",10,18,Jack of Diamonds,"['6 of Clubs', '7 of Spades']",2,21,False
8 of Hearts,"['8 of Hearts', '10 of Hearts', '8 of Diamonds', 'King of Spades', 'Ace of Diamonds', '5 of Clubs', '6 of Hearts', 'Ace of Hearts', '3 of Diamonds', '4 of Clubs', '5 of Hearts']",12,20,Jack of Diamonds,"['6 of Clubs', '7 of Spades']",2,21,False
8 of Hearts,"['8 of Hearts', '10 of Hearts', '8 of Diamonds', 'King of Spades', 'Ace of Diamonds', '5 of Clubs', '6 of Hearts', 'Ace of Hearts', '3 of Diamonds', '4 of Clubs', '5 of Hearts', '9 of Clubs']",0,11,Jack of Diamonds,"['6 of Clubs', '7 of Spades']",2,21,False
8 of Hearts,"['8 of Hearts', '10 of Hearts', '8 of Diamonds', 'King of Spades', 'Ace of Diamonds', '5 of Clubs', '6 of Hearts', 'Ace of Hearts', '3 of Diamonds', '4 of Clubs', '5 of Hearts', '9 of Clubs']",5,9,Jack of Diamonds,"['6 of Clubs', '7 of Spades']",2,21,False
8 of Hearts,"['8 of Hearts', '10 of Hearts', '8 of Diamonds', 'King of Spades', 'Ace of Diamonds', '5 of Clubs', '6 of Hearts', 'Ace of Hearts', '3 of Diamonds', '4 of Clubs', '5 of Hearts', '9 of Clubs', '5 of Diamonds']",0,9,Jack of Diamonds,"['6 of Clubs', '7 of Spades']",2,21,False
6 of Diamonds,"['6 of Diamonds', '3 of Hearts', '6 of Hearts', '3 of Spades', 'Ace of Spades', 'Queen of Clubs', '7 of Spades', '7 of Hearts', '3 of Clubs', '3 of Diamonds', 'Queen of Hearts']",11,19,8 of Diamonds,"['4 of Hearts', '10 of Diamonds']",2,20,False
6 of Diamonds,"['6 of Diamonds', '3 of Hearts', '6 of Hearts', '3 of Spades', 'Ace of Spades', 'Queen of Clubs', '7 of Spades', '7 of Hearts', '3 of Clubs', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds']",13,14,8 of Diamonds,"['4 of Hearts', '10 of Diamonds']",2,20,False
6 of Diamonds,"['6 of Diamonds', '3 of Hearts', '6 of Hearts', '3 of Spades', 'Ace of Spades', 'Queen of Clubs', '7 of Spades', '7 of Hearts', '3 of Clubs', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds', '10 of Spades']",0,17,8 of Diamonds,"['4 of Hearts', '10 of Diamonds']",2,20,False
6 of Diamonds,"['6 of Diamonds', '3 of Hearts', '6 of Hearts', '3 of Spades', 'Ace of Spades', 'Queen of Clubs', '7 of Spades', '7 of Hearts', '3 of Clubs', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds', '10 of Spades']",5,10,8 of Diamonds,"['4 of Hearts', '10 of Diamonds']",2,20,False
6 of Diamonds,"['6 of Diamonds', '3 of Hearts', '6 of Hearts', '3 of Spades', 'Ace of Spades', 'Queen of Clubs', '7 of Spades', '7 of Hearts', '3 of Clubs', '3 of Diamonds', 'Queen of Hearts', 'Queen of Diamonds', '10 of Spades']",0,13,8 of Diamonds,"['4 of Hearts', '10 of Diamonds']",2,20,False
6 of Hearts,"['6 of Hearts', 'Jack of Diamonds', '5 of Diamonds', '8 of Clubs', '10 of Diamonds', '8 of Hearts', '10 of Clubs', '5 of Spades', '7 of Hearts', 'Jack of Clubs', '10 of Spades']",12,25,2 of Hearts,"['King of Clubs', '4 of Diamonds']",2,20,False
6 of Hearts,"['6 of Hearts', 'Jack of Diamonds', '5 of Diamonds', '8 of Clubs', '10 of Diamonds', '8 of Hearts', '10 of Clubs', '5 of Spades', '7 of Hearts', 'Jack of Clubs', '10 of Spades', 'King of Hearts']",13,18,2 of Hearts,"['King of Clubs', '4 of Diamonds']",2,20,False
6 of Hearts,"['6 of Hearts', 'Jack of Diamonds', '5 of Diamonds', '8 of Clubs', '10 of Diamonds', '8 of Hearts', '10 of Clubs', '5 of Spades', '7 of Hearts', 'Jack of Clubs', '10 of Spades', 'King of Hearts']",0,18,2 of Hearts,"['King of Clubs', '4 of Diamonds']",2,20,False
6 of Hearts,"['6 of Hearts', 'Jack of Diamonds', '5 of Diamonds', '8 of Clubs', '10 of Diamonds', '8 of Hearts', '10 of Clubs', '5 of Spades', '7 of Hearts', 'Jack of Clubs', '10 of Spades', 'King of Hearts']",6,21,2 of Hearts,"['King of Clubs', '4 of Diamonds']",2,20,True
6 of Hearts,"['6 of Hearts', 'Jack of Diamonds', '5 of Diamonds', '8 of Clubs', '10 of Diamonds', '8 of Hearts', '10 of Clubs', '5 of Spades', '7 of Hearts', 'Jack of Clubs', '10 of Spades', 'King of Hearts', '9 of Clubs']",0,20,2 of Hearts,"['King of Clubs', '4 of Diamonds']",2,20,False
Queen of Spades,"['Queen of Spades', '4 of Hearts', '6 of Hearts', 'King of Spades', '2 of Clubs', '8 of Clubs', '2 of Diamonds', '4 of Diamonds', 'Ace of Diamonds', '6 of Spades', '9 of Diamonds']",15,22,7 of Clubs,"['3 of Spades', '10 of Clubs']",2,23,False
Queen of Spades,"['Queen of Spades', '4 of Hearts', '6 of Hearts', 'King of Spades', '2 of Clubs', '8 of Clubs', '2 of Diamonds', '4 of Diamonds', 'Ace of Diamonds', '6 of Spades', '9 of Diamonds', '5 of Diamonds', 'Ace of Spades', '6 of Diamonds']",15,20,7 of Clubs,"['3 of Spades', '10 of Clubs']",2,23,True
Queen of Spades,"['Queen of Spades', '4 of Hearts', '6 of Hearts', 'King of Spades', '2 of Clubs', '8 of Clubs', '2 of Diamonds', '4 of Diamonds', 'Ace of Diamonds', '6 of Spades', '9 of Diamonds', '5 of Diamonds', 'Ace of Spades', '6 of Diamonds', 'Ace of Hearts', '7 of Spades']",0,10,7 of Clubs,"['3 of Spades', '10 of Clubs']",2,23,True
Queen of Spades,"['Queen of Spades', '4 of Hearts', '6 of Hearts', 'King of Spades', '2 of Clubs', '8 of Clubs', '2 of Diamonds', '4 of Diamonds', 'Ace of Diamonds', '6 of Spades', '9 of Diamonds', '5 of Diamonds', 'Ace of Spades', '6 of Diamonds', 'Ace of Hearts', '7 of Spades']",8,20,7 of Clubs,"['3 of Spades', '10 of Clubs']",2,23,True
Queen of Spades,"['Queen of Spades', '4 of Hearts', '6 of Hearts', 'King of Spades', '2 of Clubs', '8 of Clubs', '2 of Diamonds', '4 of Diamonds', 'Ace of Diamonds', '6 of Spades', '9 of Diamonds', '5 of Diamonds', 'Ace of Spades', '6 of Diamonds', 'Ace of Hearts', '7 of Spades', 'King of Diamonds', '5 of Spades']",0,15,7 of Clubs,"['3 of Spades', '10 of Clubs']",2,23,True
Queen of Spades,"['Queen of Spades', 'Ace of Clubs', '6 of Spades', '2 of Hearts', '6 of Diamonds', 'Jack of Spades', 'King of Spades', 'Ace of Spades', '8 of Clubs', 'Jack of Clubs', '8 of Spades']",16,17,8 of Diamonds,"['4 of Spades', '7 of Diamonds']",2,21,False
Queen of Spades,"['Queen of Spades', 'Ace of Clubs', '6 of Spades', '2 of Hearts', '6 of Diamonds', 'Jack of Spades', 'King of Spades', 'Ace of Spades', '8 of Clubs', 'Jack of Clubs', '8 of Spades', 'Queen of Clubs']",16,17,8 of Diamonds,"['4 of Spades', '7 of Diamonds']",2,21,False
Queen of Spades,"['Queen of Spades', 'Ace of Clubs', '6 of Spades', '2 of Hearts', '6 of Diamonds', 'Jack of Spades', 'King of Spades', 'Ace of Spades', '8 of Clubs', 'Jack of Clubs', '8 of Spades', 'Queen of Clubs', '9 of Diamonds']",0,20,8 of Diamonds,"['4 of Spades', '7 of Diamonds']",2,21,False
Queen of Spades,"['Queen of Spades', 'Ace of Clubs', '6 of Spades', '2 of Hearts', '6 of Diamonds', 'Jack of Spades', 'King of Spades', 'Ace of Spades', '8 of Clubs', 'Jack of Clubs', '8 of Spades', 'Queen of Clubs', '9 of Diamonds']",9,10,8 of Diamonds,"['4 of Spades', '7 of Diamonds']",2,21,False
Queen of Spades,"['Queen of Spades', 'Ace of Clubs', '6 of Spades', '2 of Hearts', '6 of Diamonds', 'Jack of Spades', 'King of Spades', 'Ace of Spades', '8 of Clubs', 'Jack of Clubs', '8 of Spades', 'Queen of Clubs', '9 of Diamonds', 'Ace of Diamonds']",0,18,8 of Diamonds,"['4 of Spades', '7 of Diamonds']",2,21,False
7 of Spades,"['7 of Spades', '8 of Diamonds', '3 of Hearts', '5 of Spades', '3 of Diamonds', '10 of Spades', 'Queen of Hearts', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '8 of Hearts']",17,19,7 of Clubs,['Jack of Clubs'],1,17,True
7 of Spades,"['7 of Spades', '8 of Diamonds', '3 of Hearts', '5 of Spades', '3 of Diamonds', '10 of Spades', 'Queen of Hearts', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '8 of Hearts', '8 of Clubs']",19,23,7 of Clubs,['Jack of Clubs'],1,17,False
7 of Spades,"['7 of Spades', '8 of Diamonds', '3 of Hearts', '5 of Spades', '3 of Diamonds', '10 of Spades', 'Queen of Hearts', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '8 of Hearts', '8 of Clubs', '4 of Clubs', 'Ace of Hearts', '10 of Diamonds']",0,20,7 of Clubs,['Jack of Clubs'],1,17,True
7 of Spades,"['7 of Spades', '8 of Diamonds', '3 of Hearts', '5 of Spades', '3 of Diamonds', '10 of Spades', 'Queen of Hearts', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '8 of Hearts', '8 of Clubs', '4 of Clubs', 'Ace of Hearts', '10 of Diamonds']",10,21,7 of Clubs,['Jack of Clubs'],1,17,True
7 of Spades,"['7 of Spades', '8 of Diamonds', '3 of Hearts', '5 of Spades', '3 of Diamonds', '10 of Spades', 'Queen of Hearts', 'Jack of Hearts', 'Ace of Spades', '2 of Diamonds', '8 of Hearts', '8 of Clubs', '4 of Clubs', 'Ace of Hearts', '10 of Diamonds', 'Jack of Diamonds']",0,10,7 of Clubs,['Jack of Clubs'],1,17,False
5 of Diamonds,"['5 of Diamonds', '4 of Hearts', '5 of Clubs', 'King of Spades', '4 of Diamonds', '4 of Clubs', '7 of Hearts', 'King of Clubs', 'Queen of Clubs', '10 of Spades', 'Jack of Clubs']",19,20,5 of Spades,"['2 of Clubs', '3 of Hearts', '3 of Clubs', '9 of Clubs']",4,22,True
5 of Diamonds,"['5 of Diamonds', '4 of Hearts', '5 of Clubs', 'King of Spades', '4 of Diamonds', '4 of Clubs', '7 of Hearts', 'King of Clubs', 'Queen of Clubs', '10 of Spades', 'Jack of Clubs', '6 of Clubs', '5 of Hearts']",19,14,5 of Spades,"['2 of Clubs', '3 of Hearts', '3 of Clubs', '9 of Clubs']",4,22,True
5 of Diamonds,"['5 of Diamonds', '4 of Hearts', '5 of Clubs', 'King of Spades', '4 of Diamonds', '4 of Clubs', '7 of Hearts', 'King of Clubs', 'Queen of Clubs', '10 of Spades', 'Jack of Clubs', '6 of Clubs', '5 of Hearts']",0,11,5 of Spades,"['2 of Clubs', '3 of Hearts', '3 of Clubs', '9 of Clubs']",4,22,True
5 of Diamonds,"['5 of Diamonds', '4 of Hearts', '5 of Clubs', 'King of Spades', '4 of Diamonds', '4 of Clubs', '7 of Hearts', 'King of Clubs', 'Queen of Clubs', '10 of Spades', 'Jack of Clubs', '6 of Clubs', '5 of Hearts']",10,20,5 of Spades,"['2 of Clubs', '3 of Hearts', '3 of Clubs', '9 of Clubs']",4,22,True
5 of Diamonds,"['5 of Diamonds', '4 of Hearts', '5 of Clubs', 'King of Spades', '4 of Diamonds', '4 of Clubs', '7 of Hearts', 'King of Clubs', 'Queen of Clubs', '10 of Spades', 'Jack of Clubs', '6 of Clubs', '5 of Hearts']",0,20,5 of Spades,"['2 of Clubs', '3 of Hearts', '3 of Clubs', '9 of Clubs']",4,22,True
7 of Spades,"['7 of Spades', 'Jack of Diamonds', 'Jack of Spades', 'Ace of Clubs', 'Ace of Hearts', 'King of Diamonds', '7 of Clubs', 'Queen of Clubs', '5 of Diamonds', '9 of Hearts', 'King of Clubs']",22,20,4 of Spades,"['2 of Hearts', '8 of Spades']",2,17,True
7 of Spades,"['7 of Spades', 'Jack of Diamonds', 'Jack of Spades', 'Ace of Clubs', 'Ace of Hearts', 'King of Diamonds', '7 of Clubs', 'Queen of Clubs', '5 of Diamonds', '9 of Hearts', 'King of Clubs', 'Queen of Diamonds', '4 of Clubs', '10 of Diamonds']",25,20,4 of Spades,"['2 of Hearts', '8 of Spades']",2,17,True
7 of Spades,"['7 of Spades', 'Jack of Diamonds', 'Jack of Spades', 'Ace of Clubs', 'Ace of Hearts', 'King of Diamonds', '7 of Clubs', 'Queen of Clubs', '5 of Diamonds', '9 of Hearts', 'King of Clubs', 'Queen of Diamonds', '4 of Clubs', '10 of Diamonds', 'Jack of Hearts', '9 of Spades', '9 of Clubs', '3 of Diamonds', '2 of Clubs', '3 of Spades']",0,17,4 of Spades,"['2 of Hearts', '8 of Spades']",2,17,False
7 of Spades,"['7 of Spades', 'Jack of Diamonds', 'Jack of Spades', 'Ace of Clubs', 'Ace of Hearts', 'King of Diamonds', '7 of Clubs', 'Queen of Clubs', '5 of Diamonds', '9 of Hearts', 'King of Clubs', 'Queen of Diamonds', '4 of Clubs', '10 of Diamonds', 'Jack of Hearts', '9 of Spades', '9 of Clubs', '3 of Diamonds', '2 of Clubs', '3 of Spades']",10,15,4 of Spades,"['2 of Hearts', '8 of Spades']",2,17,False
