Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
Queen of Clubs,"['Queen of Clubs', 'Jack of Clubs', '8 of Diamonds', 'Ace of Hearts', '6 of Hearts', '2 of Hearts', '2 of Diamonds', '5 of Spades', '8 of Hearts', 'King of Hearts', '9 of Clubs', '3 of Hearts', 'Ace of Spades', '6 of Clubs']",0,2,7 of Hearts,['7 of Diamonds'],1,17,False
Queen of Clubs,"['Queen of Clubs', 'Jack of Clubs', '8 of Diamonds', 'Ace of Hearts', '6 of Hearts', '2 of Hearts', '2 of Diamonds', '5 of Spades', '8 of Hearts', 'King of Hearts', '9 of Clubs', '3 of Hearts', 'Ace of Spades', '6 of Clubs']",2,23,7 of Hearts,['7 of Diamonds'],1,17,False
Queen of Clubs,"['Queen of Clubs', 'Jack of Clubs', '8 of Diamonds', 'Ace of Hearts', '6 of Hearts', '2 of Hearts', '2 of Diamonds', '5 of Spades', '8 of Hearts', 'King of Hearts', '9 of Clubs', '3 of Hearts', 'Ace of Spades', '6 of Clubs', 'Queen of Spades']",0,19,7 of Hearts,['7 of Diamonds'],1,17,True
King of Clubs,"['King of Clubs', 'Queen of Diamonds', '3 of Hearts', 'Queen of Clubs', '9 of Spades', 'Jack of Hearts', '2 of Spades', '6 of Diamonds', '5 of Diamonds', '10 of Clubs', '8 of Clubs']",5,19,4 of Diamonds,"['Ace of Clubs', '7 of Spades']",2,18,True
King of Clubs,"['King of Clubs', 'Queen of Diamonds', '3 of Hearts', 'Queen of Clubs', '9 of Spades', 'Jack of Hearts', '2 of Spades', '6 of Diamonds', '5 of Diamonds', '10 of Clubs', '8 of Clubs', '3 of Clubs', '3 of Diamonds']",5,19,4 of Diamonds,"['Ace of Clubs', '7 of Spades']",2,18,True
King of Clubs,"['King of Clubs', 'Queen of Diamonds', '3 of Hearts', 'Queen of Clubs', '9 of Spades', 'Jack of Hearts', '2 of Spades', '6 of Diamonds', '5 of Diamonds', '10 of Clubs', '8 of Clubs', '3 of Clubs', '3 of Diamonds']",0,12,4 of Diamonds,"['Ace of Clubs', '7 of Spades']",2,18,False
King of Clubs,"['King of Clubs', 'Queen of Diamonds', '3 of Hearts', 'Queen of Clubs', '9 of Spades', 'Jack of Hearts', '2 of Spades', '6 of Diamonds', '5 of Diamonds', '10 of Clubs', '8 of Clubs', '3 of Clubs', '3 of Diamonds']",3,21,4 of Diamonds,"['Ace of Clubs', '7 of Spades']",2,18,True
King of Clubs,"['King of Clubs', 'Queen of Diamonds', '3 of Hearts', 'Queen of Clubs', '9 of Spades', 'Jack of Hearts', '2 of Spades', '6 of Diamonds', '5 of Diamonds', '10 of Clubs', '8 of Clubs', '3 of Clubs', '3 of Diamonds', 'Jack of Spades']",0,18,4 of Diamonds,"['Ace of Clubs', '7 of Spades']",2,18,False
9 of Spades,"['9 of Spades', 'Jack of Hearts', '8 of Hearts', '2 of Spades', '9 of Hearts', '8 of Clubs', 'Jack of Clubs', '8 of Spades', '7 of Spades', '3 of Diamonds', '10 of Clubs']",5,18,9 of Diamonds,"['2 of Diamonds', '4 of Hearts', '9 of Clubs']",3,24,True
9 of Spades,"['9 of Spades', 'Jack of Hearts', '8 of Hearts', '2 of Spades', '9 of Hearts', '8 of Clubs', 'Jack of Clubs', '8 of Spades', '7 of Spades', '3 of Diamonds', '10 of Clubs']",6,21,9 of Diamonds,"['2 of Diamonds', '4 of Hearts', '9 of Clubs']",3,24,True
9 of Spades,"['9 of Spades', 'Jack of Hearts', '8 of Hearts', '2 of Spades', '9 of Hearts', '8 of Clubs', 'Jack of Clubs', '8 of Spades', '7 of Spades', '3 of Diamonds', '10 of Clubs', '10 of Hearts']",0,18,9 of Diamonds,"['2 of Diamonds', '4 of Hearts', '9 of Clubs']",3,24,True
9 of Spades,"['9 of Spades', 'Jack of Hearts', '8 of Hearts', '2 of Spades', '9 of Hearts', '8 of Clubs', 'Jack of Clubs', '8 of Spades', '7 of Spades', '3 of Diamonds', '10 of Clubs', '10 of Hearts']",4,25,9 of Diamonds,"['2 of Diamonds', '4 of Hearts', '9 of Clubs']",3,24,False
9 of Spades,"['9 of Spades', 'Jack of Hearts', '8 of Hearts', '2 of Spades', '9 of Hearts', '8 of Clubs', 'Jack of Clubs', '8 of Spades', '7 of Spades', '3 of Diamonds', '10 of Clubs', '10 of Hearts', 'King of Diamonds']",0,13,9 of Diamonds,"['2 of Diamonds', '4 of Hearts', '9 of Clubs']",3,24,True
2 of Diamonds,"['2 of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '6 of Diamonds', 'Queen of Spades', 'King of Hearts', '5 of Hearts', '5 of Clubs', '9 of Diamonds', '2 of Spades', '9 of Spades']",7,20,7 of Spades,"['7 of Hearts', '3 of Clubs', '2 of Clubs', '10 of Diamonds']",4,24,True
2 of Diamonds,"['2 of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '6 of Diamonds', 'Queen of Spades', 'King of Hearts', '5 of Hearts', '5 of Clubs', '9 of Diamonds', '2 of Spades', '9 of Spades', 'King of Diamonds', '8 of Diamonds']",6,16,7 of Spades,"['7 of Hearts', '3 of Clubs', '2 of Clubs', '10 of Diamonds']",4,24,True
2 of Diamonds,"['2 of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '6 of Diamonds', 'Queen of Spades', 'King of Hearts', '5 of Hearts', '5 of Clubs', '9 of Diamonds', '2 of Spades', '9 of Spades', 'King of Diamonds', '8 of Diamonds']",0,15,7 of Spades,"['7 of Hearts', '3 of Clubs', '2 of Clubs', '10 of Diamonds']",4,24,True
2 of Diamonds,"['2 of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '6 of Diamonds', 'Queen of Spades', 'King of Hearts', '5 of Hearts', '5 of Clubs', '9 of Diamonds', '2 of Spades', '9 of Spades', 'King of Diamonds', '8 of Diamonds']",4,14,7 of Spades,"['7 of Hearts', '3 of Clubs', '2 of Clubs', '10 of Diamonds']",4,24,True
2 of Diamonds,"['2 of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '6 of Diamonds', 'Queen of Spades', 'King of Hearts', '5 of Hearts', '5 of Clubs', '9 of Diamonds', '2 of Spades', '9 of Spades', 'King of Diamonds', '8 of Diamonds']",0,11,7 of Spades,"['7 of Hearts', '3 of Clubs', '2 of Clubs', '10 of Diamonds']",4,24,True
Ace of Spades,"['Ace of Spades', '9 of Diamonds', '3 of Clubs', '6 of Hearts', 'King of Diamonds', '7 of Diamonds', '10 of Hearts', 'Queen of Spades', 'Queen of Hearts', '3 of Diamonds', '10 of Diamonds']",8,18,7 of Hearts,"['10 of Clubs', 'Ace of Clubs', '3 of Hearts', 'Jack of Spades']",4,25,True
Ace of Spades,"['Ace of Spades', '9 of Diamonds', '3 of Clubs', '6 of Hearts', 'King of Diamonds', '7 of Diamonds', '10 of Hearts', 'Queen of Spades', 'Queen of Hearts', '3 of Diamonds', '10 of Diamonds', '6 of Diamonds']",7,26,7 of Hearts,"['10 of Clubs', 'Ace of Clubs', '3 of Hearts', 'Jack of Spades']",4,25,False
Ace of Spades,"['Ace of Spades', '9 of Diamonds', '3 of Clubs', '6 of Hearts', 'King of Diamonds', '7 of Diamonds', '10 of Hearts', 'Queen of Spades', 'Queen of Hearts', '3 of Diamonds', '10 of Diamonds', '6 of Diamonds', 'Jack of Diamonds']",0,17,7 of Hearts,"['10 of Clubs', 'Ace of Clubs', '3 of Hearts', 'Jack of Spades']",4,25,True
Ace of Spades,"['Ace of Spades', '9 of Diamonds', '3 of Clubs', '6 of Hearts', 'King of Diamonds', '7 of Diamonds', '10 of Hearts', 'Queen of Spades', 'Queen of Hearts', '3 of Diamonds', '10 of Diamonds', '6 of Diamonds', 'Jack of Diamonds']",4,10,7 of Hearts,"['10 of Clubs', 'Ace of Clubs', '3 of Hearts', 'Jack of Spades']",4,25,True
Ace of Spades,"['Ace of Spades', '9 of Diamonds', '3 of Clubs', '6 of Hearts', 'King of Diamonds', '7 of Diamonds', '10 of Hearts', 'Queen of Spades', 'Queen of Hearts', '3 of Diamonds', '10 of Diamonds', '6 of Diamonds', 'Jack of Diamonds']",0,13,7 of Hearts,"['10 of Clubs', 'Ace of Clubs', '3 of Hearts', 'Jack of Spades']",4,25,True
6 of Hearts,"['6 of Hearts', '7 of Diamonds', '3 of Clubs', 'Ace of Hearts', '9 of Diamonds', '3 of Diamonds', '5 of Diamonds', 'Queen of Diamonds', '6 of Clubs', 'Ace of Clubs', '10 of Clubs']",9,19,Jack of Clubs,"['7 of Hearts', '8 of Clubs']",2,21,False
6 of Hearts,"['6 of Hearts', '7 of Diamonds', '3 of Clubs', 'Ace of Hearts', '9 of Diamonds', '3 of Diamonds', '5 of Diamonds', 'Queen of Diamonds', '6 of Clubs', 'Ace of Clubs', '10 of Clubs', '9 of Clubs']",8,20,Jack of Clubs,"['7 of Hearts', '8 of Clubs']",2,21,False
6 of Hearts,"['6 of Hearts', '7 of Diamonds', '3 of Clubs', 'Ace of Hearts', '9 of Diamonds', '3 of Diamonds', '5 of Diamonds', 'Queen of Diamonds', '6 of Clubs', 'Ace of Clubs', '10 of Clubs', '9 of Clubs', '10 of Hearts']",0,8,Jack of Clubs,"['7 of Hearts', '8 of Clubs']",2,21,False
6 of Hearts,"['6 of Hearts', '7 of Diamonds', '3 of Clubs', 'Ace of Hearts', '9 of Diamonds', '3 of Diamonds', '5 of Diamonds', 'Queen of Diamonds', '6 of Clubs', 'Ace of Clubs', '10 of Clubs', '9 of Clubs', '10 of Hearts']",4,16,Jack of Clubs,"['7 of Hearts', '8 of Clubs']",2,21,False
6 of Hearts,"['6 of Hearts', '7 of Diamonds', '3 of Clubs', 'Ace of Hearts', '9 of Diamonds', '3 of Diamonds', '5 of Diamonds', 'Queen of Diamonds', '6 of Clubs', 'Ace of Clubs', '10 of Clubs', '9 of Clubs', '10 of Hearts']",0,11,Jack of Clubs,"['7 of Hearts', '8 of Clubs']",2,21,False
Jack of Hearts,"['Jack of Hearts', '8 of Clubs', 'Ace of Clubs', '8 of Hearts', 'King of Clubs', '4 of Hearts', '3 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '9 of Diamonds']",10,19,3 of Hearts,['King of Hearts'],1,20,False
Jack of Hearts,"['Jack of Hearts', '8 of Clubs', 'Ace of Clubs', '8 of Hearts', 'King of Clubs', '4 of Hearts', '3 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '9 of Diamonds', 'Queen of Spades']",8,18,3 of Hearts,['King of Hearts'],1,20,False
Jack of Hearts,"['Jack of Hearts', '8 of Clubs', 'Ace of Clubs', '8 of Hearts', 'King of Clubs', '4 of Hearts', '3 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '9 of Diamonds', 'Queen of Spades']",0,7,3 of Hearts,['King of Hearts'],1,20,False
Jack of Hearts,"['Jack of Hearts', '8 of Clubs', 'Ace of Clubs', '8 of Hearts', 'King of Clubs', '4 of Hearts', '3 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '9 of Diamonds', 'Queen of Spades']",4,20,3 of Hearts,['King of Hearts'],1,20,False
Jack of Hearts,"['Jack of Hearts', '8 of Clubs', 'Ace of Clubs', '8 of Hearts', 'King of Clubs', '4 of Hearts', '3 of Spades', 'Queen of Clubs', '10 of Spades', '8 of Spades', '9 of Diamonds', 'Queen of Spades']",0,17,3 of Hearts,['King of Hearts'],1,20,False
King of Diamonds,"['King of Diamonds', '5 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Ace of Spades', '10 of Hearts', '9 of Clubs', '4 of Hearts', '3 of Hearts', '3 of Spades', '5 of Hearts']",12,22,4 of Clubs,['Queen of Hearts'],1,20,False
King of Diamonds,"['King of Diamonds', '5 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Ace of Spades', '10 of Hearts', '9 of Clubs', '4 of Hearts', '3 of Hearts', '3 of Spades', '5 of Hearts', '7 of Clubs', '9 of Spades']",9,19,4 of Clubs,['Queen of Hearts'],1,20,False
King of Diamonds,"['King of Diamonds', '5 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Ace of Spades', '10 of Hearts', '9 of Clubs', '4 of Hearts', '3 of Hearts', '3 of Spades', '5 of Hearts', '7 of Clubs', '9 of Spades', '8 of Clubs']",0,19,4 of Clubs,['Queen of Hearts'],1,20,False
King of Diamonds,"['King of Diamonds', '5 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Ace of Spades', '10 of Hearts', '9 of Clubs', '4 of Hearts', '3 of Hearts', '3 of Spades', '5 of Hearts', '7 of Clubs', '9 of Spades', '8 of Clubs']",4,7,4 of Clubs,['Queen of Hearts'],1,20,False
King of Diamonds,"['King of Diamonds', '5 of Clubs', 'Ace of Diamonds', 'Jack of Spades', 'Ace of Spades', '10 of Hearts', '9 of Clubs', '4 of Hearts', '3 of Hearts', '3 of Spades', '5 of Hearts', '7 of Clubs', '9 of Spades', '8 of Clubs']",0,8,4 of Clubs,['Queen of Hearts'],1,20,False
4 of Spades,"['4 of Spades', 'Ace of Diamonds', '3 of Diamonds', '10 of Hearts', 'Ace of Hearts', '3 of Spades', '9 of Hearts', 'King of Diamonds', '9 of Spades', 'Queen of Hearts', 'Jack of Hearts']",14,18,9 of Diamonds,"['2 of Clubs', '10 of Clubs', '7 of Hearts']",3,23,True
4 of Spades,"['4 of Spades', 'Ace of Diamonds', '3 of Diamonds', '10 of Hearts', 'Ace of Hearts', '3 of Spades', '9 of Hearts', 'King of Diamonds', '9 of Spades', 'Queen of Hearts', 'Jack of Hearts', '4 of Clubs', 'Queen of Clubs']",10,17,9 of Diamonds,"['2 of Clubs', '10 of Clubs', '7 of Hearts']",3,23,True
4 of Spades,"['4 of Spades', 'Ace of Diamonds', '3 of Diamonds', '10 of Hearts', 'Ace of Hearts', '3 of Spades', '9 of Hearts', 'King of Diamonds', '9 of Spades', 'Queen of Hearts', 'Jack of Hearts', '4 of Clubs', 'Queen of Clubs', '6 of Hearts']",0,12,9 of Diamonds,"['2 of Clubs', '10 of Clubs', '7 of Hearts']",3,23,True
4 of Spades,"['4 of Spades', 'Ace of Diamonds', '3 of Diamonds', '10 of Hearts', 'Ace of Hearts', '3 of Spades', '9 of Hearts', 'King of Diamonds', '9 of Spades', 'Queen of Hearts', 'Jack of Hearts', '4 of Clubs', 'Queen of Clubs', '6 of Hearts']",4,19,9 of Diamonds,"['2 of Clubs', '10 of Clubs', '7 of Hearts']",3,23,True
4 of Spades,"['4 of Spades', 'Ace of Diamonds', '3 of Diamonds', '10 of Hearts', 'Ace of Hearts', '3 of Spades', '9 of Hearts', 'King of Diamonds', '9 of Spades', 'Queen of Hearts', 'Jack of Hearts', '4 of Clubs', 'Queen of Clubs', '6 of Hearts']",0,20,9 of Diamonds,"['2 of Clubs', '10 of Clubs', '7 of Hearts']",3,23,True
8 of Spades,"['8 of Spades', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '7 of Diamonds', '9 of Clubs', 'Queen of Diamonds', '4 of Clubs', '5 of Clubs', 'King of Diamonds', 'Queen of Spades']",15,25,8 of Hearts,"['5 of Hearts', 'Queen of Clubs']",2,23,False
8 of Spades,"['8 of Spades', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '7 of Diamonds', '9 of Clubs', 'Queen of Diamonds', '4 of Clubs', '5 of Clubs', 'King of Diamonds', 'Queen of Spades', 'Jack of Hearts']",12,20,8 of Hearts,"['5 of Hearts', 'Queen of Clubs']",2,23,True
8 of Spades,"['8 of Spades', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '7 of Diamonds', '9 of Clubs', 'Queen of Diamonds', '4 of Clubs', '5 of Clubs', 'King of Diamonds', 'Queen of Spades', 'Jack of Hearts', '7 of Hearts', '4 of Spades']",0,19,8 of Hearts,"['5 of Hearts', 'Queen of Clubs']",2,23,True
8 of Spades,"['8 of Spades', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '7 of Diamonds', '9 of Clubs', 'Queen of Diamonds', '4 of Clubs', '5 of Clubs', 'King of Diamonds', 'Queen of Spades', 'Jack of Hearts', '7 of Hearts', '4 of Spades']",4,9,8 of Hearts,"['5 of Hearts', 'Queen of Clubs']",2,23,True
8 of Spades,"['8 of Spades', 'King of Hearts', '5 of Diamonds', '2 of Diamonds', '7 of Diamonds', '9 of Clubs', 'Queen of Diamonds', '4 of Clubs', '5 of Clubs', 'King of Diamonds', 'Queen of Spades', 'Jack of Hearts', '7 of Hearts', '4 of Spades']",0,20,8 of Hearts,"['5 of Hearts', 'Queen of Clubs']",2,23,True
9 of Spades,"['9 of Spades', 'King of Hearts', '2 of Spades', 'Jack of Clubs', 'Ace of Diamonds', 'Queen of Diamonds', 'Ace of Clubs', '3 of Hearts', '10 of Spades', '8 of Spades', '6 of Clubs']",16,19,10 of Diamonds,['8 of Clubs'],1,17,True
9 of Spades,"['9 of Spades', 'King of Hearts', '2 of Spades', 'Jack of Clubs', 'Ace of Diamonds', 'Queen of Diamonds', 'Ace of Clubs', '3 of Hearts', '10 of Spades', '8 of Spades', '6 of Clubs', '7 of Hearts']",13,17,10 of Diamonds,['8 of Clubs'],1,17,False
9 of Spades,"['9 of Spades', 'King of Hearts', '2 of Spades', 'Jack of Clubs', 'Ace of Diamonds', 'Queen of Diamonds', 'Ace of Clubs', '3 of Hearts', '10 of Spades', '8 of Spades', '6 of Clubs', '7 of Hearts', '6 of Spades']",0,11,10 of Diamonds,['8 of Clubs'],1,17,False
9 of Spades,"['9 of Spades', 'King of Hearts', '2 of Spades', 'Jack of Clubs', 'Ace of Diamonds', 'Queen of Diamonds', 'Ace of Clubs', '3 of Hearts', '10 of Spades', '8 of Spades', '6 of Clubs', '7 of Hearts', '6 of Spades']",5,21,10 of Diamonds,['8 of Clubs'],1,17,True
9 of Spades,"['9 of Spades', 'King of Hearts', '2 of Spades', 'Jack of Clubs', 'Ace of Diamonds', 'Queen of Diamonds', 'Ace of Clubs', '3 of Hearts', '10 of Spades', '8 of Spades', '6 of Clubs', '7 of Hearts', '6 of Spades', '8 of Diamonds']",0,14,10 of Diamonds,['8 of Clubs'],1,17,False
Jack of Clubs,"['Jack of Clubs', '5 of Clubs', '6 of Diamonds', 'Ace of Diamonds', '8 of Hearts', 'Jack of Hearts', '10 of Clubs', '9 of Hearts', '8 of Diamonds', '2 of Hearts', '9 of Spades']",19,21,10 of Diamonds,['7 of Spades'],1,17,True
Jack of Clubs,"['Jack of Clubs', '5 of Clubs', '6 of Diamonds', 'Ace of Diamonds', '8 of Hearts', 'Jack of Hearts', '10 of Clubs', '9 of Hearts', '8 of Diamonds', '2 of Hearts', '9 of Spades', 'Ace of Clubs', '2 of Spades', '7 of Hearts']",14,18,10 of Diamonds,['7 of Spades'],1,17,True
Jack of Clubs,"['Jack of Clubs', '5 of Clubs', '6 of Diamonds', 'Ace of Diamonds', '8 of Hearts', 'Jack of Hearts', '10 of Clubs', '9 of Hearts', '8 of Diamonds', '2 of Hearts', '9 of Spades', 'Ace of Clubs', '2 of Spades', '7 of Hearts', '9 of Clubs']",0,20,10 of Diamonds,['7 of Spades'],1,17,True
Jack of Clubs,"['Jack of Clubs', '5 of Clubs', '6 of Diamonds', 'Ace of Diamonds', '8 of Hearts', 'Jack of Hearts', '10 of Clubs', '9 of Hearts', '8 of Diamonds', '2 of Hearts', '9 of Spades', 'Ace of Clubs', '2 of Spades', '7 of Hearts', '9 of Clubs']",5,17,10 of Diamonds,['7 of Spades'],1,17,False
Jack of Clubs,"['Jack of Clubs', '5 of Clubs', '6 of Diamonds', 'Ace of Diamonds', '8 of Hearts', 'Jack of Hearts', '10 of Clubs', '9 of Hearts', '8 of Diamonds', '2 of Hearts', '9 of Spades', 'Ace of Clubs', '2 of Spades', '7 of Hearts', '9 of Clubs']",0,11,10 of Diamonds,['7 of Spades'],1,17,False
Ace of Diamonds,"['Ace of Diamonds', '6 of Hearts', '8 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', 'Jack of Spades']",20,18,4 of Spades,"['Queen of Clubs', '2 of Clubs', '8 of Spades']",3,21,False
Ace of Diamonds,"['Ace of Diamonds', '6 of Hearts', '8 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', 'Jack of Spades', '4 of Diamonds']",14,19,4 of Spades,"['Queen of Clubs', '2 of Clubs', '8 of Spades']",3,21,False
Ace of Diamonds,"['Ace of Diamonds', '6 of Hearts', '8 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', 'Jack of Spades', '4 of Diamonds']",0,13,4 of Spades,"['Queen of Clubs', '2 of Clubs', '8 of Spades']",3,21,False
Ace of Diamonds,"['Ace of Diamonds', '6 of Hearts', '8 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', 'Jack of Spades', '4 of Diamonds']",5,14,4 of Spades,"['Queen of Clubs', '2 of Clubs', '8 of Spades']",3,21,False
Ace of Diamonds,"['Ace of Diamonds', '6 of Hearts', '8 of Hearts', '9 of Hearts', 'King of Hearts', '6 of Spades', '7 of Clubs', '4 of Hearts', 'King of Diamonds', 'Ace of Clubs', 'Jack of Spades', '4 of Diamonds']",0,11,4 of Spades,"['Queen of Clubs', '2 of Clubs', '8 of Spades']",3,21,False
4 of Hearts,"['4 of Hearts', '5 of Diamonds', '10 of Spades', 'Queen of Hearts', '5 of Hearts', 'Ace of Clubs', '9 of Diamonds', 'King of Spades', 'Ace of Hearts', '2 of Hearts', '3 of Spades']",21,23,7 of Diamonds,"['King of Clubs', '3 of Hearts']",2,17,False
4 of Hearts,"['4 of Hearts', '5 of Diamonds', '10 of Spades', 'Queen of Hearts', '5 of Hearts', 'Ace of Clubs', '9 of Diamonds', 'King of Spades', 'Ace of Hearts', '2 of Hearts', '3 of Spades', '8 of Hearts']",14,15,7 of Diamonds,"['King of Clubs', '3 of Hearts']",2,17,False
4 of Hearts,"['4 of Hearts', '5 of Diamonds', '10 of Spades', 'Queen of Hearts', '5 of Hearts', 'Ace of Clubs', '9 of Diamonds', 'King of Spades', 'Ace of Hearts', '2 of Hearts', '3 of Spades', '8 of Hearts']",0,10,7 of Diamonds,"['King of Clubs', '3 of Hearts']",2,17,False
4 of Hearts,"['4 of Hearts', '5 of Diamonds', '10 of Spades', 'Queen of Hearts', '5 of Hearts', 'Ace of Clubs', '9 of Diamonds', 'King of Spades', 'Ace of Hearts', '2 of Hearts', '3 of Spades', '8 of Hearts']",5,11,7 of Diamonds,"['King of Clubs', '3 of Hearts']",2,17,False
4 of Hearts,"['4 of Hearts', '5 of Diamonds', '10 of Spades', 'Queen of Hearts', '5 of Hearts', 'Ace of Clubs', '9 of Diamonds', 'King of Spades', 'Ace of Hearts', '2 of Hearts', '3 of Spades', '8 of Hearts']",0,5,7 of Diamonds,"['King of Clubs', '3 of Hearts']",2,17,False
10 of Spades,"['10 of Spades', '6 of Spades', '3 of Hearts', '8 of Clubs', '8 of Hearts', '2 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '5 of Spades', 'King of Hearts', '7 of Hearts']",22,19,Queen of Clubs,"['6 of Diamonds', '6 of Clubs']",2,22,True
10 of Spades,"['10 of Spades', '6 of Spades', '3 of Hearts', '8 of Clubs', '8 of Hearts', '2 of Diamonds', 'Queen of Diamonds', 'Queen of Spades', '5 of Spades', 'King of Hearts', '7 of Hearts', 'Jack of Spades']",16,18,Queen of Clubs,"['6 of Diamonds', '6 of Clubs']",2,22,True
