Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
10 of Diamonds,"['10 of Diamonds', '8 of Clubs', '5 of Clubs', '9 of Hearts', '4 of Clubs', 'Queen of Clubs', '7 of Hearts', '3 of Spades', '2 of Diamonds', '3 of Hearts', '10 of Hearts', 'Ace of Diamonds', '6 of Diamonds', '2 of Hearts', '3 of Diamonds']",0,17,5 of Spades,[<tournament.Card object at 0x7fc7616944c0>],1,20,False
10 of Diamonds,"['10 of Diamonds', '8 of Clubs', '5 of Clubs', '9 of Hearts', '4 of Clubs', 'Queen of Clubs', '7 of Hearts', '3 of Spades', '2 of Diamonds', '3 of Hearts', '10 of Hearts', 'Ace of Diamonds', '6 of Diamonds', '2 of Hearts', '3 of Diamonds']",4,5,5 of Spades,[<tournament.Card object at 0x7fc7616944c0>],1,20,False
10 of Diamonds,"['10 of Diamonds', '8 of Clubs', '5 of Clubs', '9 of Hearts', '4 of Clubs', 'Queen of Clubs', '7 of Hearts', '3 of Spades', '2 of Diamonds', '3 of Hearts', '10 of Hearts', 'Ace of Diamonds', '6 of Diamonds', '2 of Hearts', '3 of Diamonds']",0,13,5 of Spades,[<tournament.Card object at 0x7fc7616944c0>],1,20,False
2 of Spades,"['2 of Spades', 'Ace of Clubs', '10 of Spades', '10 of Clubs', '7 of Clubs', 'King of Clubs', '3 of Clubs', '8 of Spades', '7 of Hearts', '2 of Hearts', '6 of Diamonds']",15,24,10 of Hearts,"[<tournament.Card object at 0x7fc76168e080>, <tournament.Card object at 0x7fc76168ff70>, <tournament.Card object at 0x7fc761694310>]",3,21,False
2 of Spades,"['2 of Spades', 'Ace of Clubs', '10 of Spades', '10 of Clubs', '7 of Clubs', 'King of Clubs', '3 of Clubs', '8 of Spades', '7 of Hearts', '2 of Hearts', '6 of Diamonds', 'Ace of Hearts', '2 of Diamonds', 'Jack of Spades']",5,17,10 of Hearts,"[<tournament.Card object at 0x7fc76168e080>, <tournament.Card object at 0x7fc76168ff70>, <tournament.Card object at 0x7fc761694310>]",3,21,False
2 of Spades,"['2 of Spades', 'Ace of Clubs', '10 of Spades', '10 of Clubs', '7 of Clubs', 'King of Clubs', '3 of Clubs', '8 of Spades', '7 of Hearts', '2 of Hearts', '6 of Diamonds', 'Ace of Hearts', '2 of Diamonds', 'Jack of Spades']",0,13,10 of Hearts,"[<tournament.Card object at 0x7fc76168e080>, <tournament.Card object at 0x7fc76168ff70>, <tournament.Card object at 0x7fc761694310>]",3,21,False
2 of Spades,"['2 of Spades', 'Ace of Clubs', '10 of Spades', '10 of Clubs', '7 of Clubs', 'King of Clubs', '3 of Clubs', '8 of Spades', '7 of Hearts', '2 of Hearts', '6 of Diamonds', 'Ace of Hearts', '2 of Diamonds', 'Jack of Spades']",4,15,10 of Hearts,"[<tournament.Card object at 0x7fc76168e080>, <tournament.Card object at 0x7fc76168ff70>, <tournament.Card object at 0x7fc761694310>]",3,21,False
2 of Spades,"['2 of Spades', 'Ace of Clubs', '10 of Spades', '10 of Clubs', '7 of Clubs', 'King of Clubs', '3 of Clubs', '8 of Spades', '7 of Hearts', '2 of Hearts', '6 of Diamonds', 'Ace of Hearts', '2 of Diamonds', 'Jack of Spades']",0,8,10 of Hearts,"[<tournament.Card object at 0x7fc76168e080>, <tournament.Card object at 0x7fc76168ff70>, <tournament.Card object at 0x7fc761694310>]",3,21,False
Ace of Diamonds,"['Ace of Diamonds', '3 of Diamonds', 'Jack of Clubs', 'King of Hearts', '10 of Diamonds', '2 of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Spades', '6 of Diamonds', '6 of Spades']",16,21,8 of Clubs,"[<tournament.Card object at 0x7fc7616944c0>, <tournament.Card object at 0x7fc76168d6c0>, <tournament.Card object at 0x7fc76168ee30>]",3,24,True
Ace of Diamonds,"['Ace of Diamonds', '3 of Diamonds', 'Jack of Clubs', 'King of Hearts', '10 of Diamonds', '2 of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Spades', '6 of Diamonds', '6 of Spades', '8 of Diamonds']",5,20,8 of Clubs,"[<tournament.Card object at 0x7fc7616944c0>, <tournament.Card object at 0x7fc76168d6c0>, <tournament.Card object at 0x7fc76168ee30>]",3,24,True
Ace of Diamonds,"['Ace of Diamonds', '3 of Diamonds', 'Jack of Clubs', 'King of Hearts', '10 of Diamonds', '2 of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Spades', '6 of Diamonds', '6 of Spades', '8 of Diamonds']",0,12,8 of Clubs,"[<tournament.Card object at 0x7fc7616944c0>, <tournament.Card object at 0x7fc76168d6c0>, <tournament.Card object at 0x7fc76168ee30>]",3,24,True
Ace of Diamonds,"['Ace of Diamonds', '3 of Diamonds', 'Jack of Clubs', 'King of Hearts', '10 of Diamonds', '2 of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Spades', '6 of Diamonds', '6 of Spades', '8 of Diamonds']",5,16,8 of Clubs,"[<tournament.Card object at 0x7fc7616944c0>, <tournament.Card object at 0x7fc76168d6c0>, <tournament.Card object at 0x7fc76168ee30>]",3,24,True
Ace of Diamonds,"['Ace of Diamonds', '3 of Diamonds', 'Jack of Clubs', 'King of Hearts', '10 of Diamonds', '2 of Spades', 'Jack of Diamonds', '4 of Clubs', '3 of Spades', '6 of Diamonds', '6 of Spades', '8 of Diamonds', '9 of Diamonds']",0,6,8 of Clubs,"[<tournament.Card object at 0x7fc7616944c0>, <tournament.Card object at 0x7fc76168d6c0>, <tournament.Card object at 0x7fc76168ee30>]",3,24,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Spades', '6 of Clubs', '10 of Clubs', '8 of Diamonds', 'King of Clubs', '3 of Hearts', '2 of Diamonds', 'Ace of Hearts', 'Jack of Clubs', '7 of Diamonds']",17,23,5 of Hearts,"[<tournament.Card object at 0x7fc76168f0d0>, <tournament.Card object at 0x7fc761694730>]",2,22,False
Jack of Diamonds,"['Jack of Diamonds', '8 of Spades', '6 of Clubs', '10 of Clubs', '8 of Diamonds', 'King of Clubs', '3 of Hearts', '2 of Diamonds', 'Ace of Hearts', 'Jack of Clubs', '7 of Diamonds', '9 of Hearts']",5,18,5 of Hearts,"[<tournament.Card object at 0x7fc76168f0d0>, <tournament.Card object at 0x7fc761694730>]",2,22,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Spades', '6 of Clubs', '10 of Clubs', '8 of Diamonds', 'King of Clubs', '3 of Hearts', '2 of Diamonds', 'Ace of Hearts', 'Jack of Clubs', '7 of Diamonds', '9 of Hearts']",0,13,5 of Hearts,"[<tournament.Card object at 0x7fc76168f0d0>, <tournament.Card object at 0x7fc761694730>]",2,22,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Spades', '6 of Clubs', '10 of Clubs', '8 of Diamonds', 'King of Clubs', '3 of Hearts', '2 of Diamonds', 'Ace of Hearts', 'Jack of Clubs', '7 of Diamonds', '9 of Hearts']",5,3,5 of Hearts,"[<tournament.Card object at 0x7fc76168f0d0>, <tournament.Card object at 0x7fc761694730>]",2,22,True
Jack of Diamonds,"['Jack of Diamonds', '8 of Spades', '6 of Clubs', '10 of Clubs', '8 of Diamonds', 'King of Clubs', '3 of Hearts', '2 of Diamonds', 'Ace of Hearts', 'Jack of Clubs', '7 of Diamonds', '9 of Hearts']",0,17,5 of Hearts,"[<tournament.Card object at 0x7fc76168f0d0>, <tournament.Card object at 0x7fc761694730>]",2,22,True
4 of Clubs,"['4 of Clubs', '3 of Spades', '4 of Spades', 'Jack of Diamonds', '8 of Spades', '6 of Clubs', '5 of Clubs', 'Ace of Diamonds', '5 of Diamonds', 'Ace of Hearts', '9 of Hearts']",18,17,10 of Spades,"[<tournament.Card object at 0x7fc76168dea0>, <tournament.Card object at 0x7fc76168ff40>]",2,21,False
4 of Clubs,"['4 of Clubs', '3 of Spades', '4 of Spades', 'Jack of Diamonds', '8 of Spades', '6 of Clubs', '5 of Clubs', 'Ace of Diamonds', '5 of Diamonds', 'Ace of Hearts', '9 of Hearts', 'Jack of Clubs']",5,18,10 of Spades,"[<tournament.Card object at 0x7fc76168dea0>, <tournament.Card object at 0x7fc76168ff40>]",2,21,False
4 of Clubs,"['4 of Clubs', '3 of Spades', '4 of Spades', 'Jack of Diamonds', '8 of Spades', '6 of Clubs', '5 of Clubs', 'Ace of Diamonds', '5 of Diamonds', 'Ace of Hearts', '9 of Hearts', 'Jack of Clubs']",0,11,10 of Spades,"[<tournament.Card object at 0x7fc76168dea0>, <tournament.Card object at 0x7fc76168ff40>]",2,21,False
4 of Clubs,"['4 of Clubs', '3 of Spades', '4 of Spades', 'Jack of Diamonds', '8 of Spades', '6 of Clubs', '5 of Clubs', 'Ace of Diamonds', '5 of Diamonds', 'Ace of Hearts', '9 of Hearts', 'Jack of Clubs']",6,12,10 of Spades,"[<tournament.Card object at 0x7fc76168dea0>, <tournament.Card object at 0x7fc76168ff40>]",2,21,False
4 of Clubs,"['4 of Clubs', '3 of Spades', '4 of Spades', 'Jack of Diamonds', '8 of Spades', '6 of Clubs', '5 of Clubs', 'Ace of Diamonds', '5 of Diamonds', 'Ace of Hearts', '9 of Hearts', 'Jack of Clubs', '6 of Hearts']",0,10,10 of Spades,"[<tournament.Card object at 0x7fc76168dea0>, <tournament.Card object at 0x7fc76168ff40>]",2,21,False
6 of Clubs,"['6 of Clubs', '9 of Clubs', '3 of Diamonds', '6 of Diamonds', '9 of Spades', '4 of Diamonds', '6 of Spades', 'King of Spades', '3 of Clubs', 'King of Diamonds', 'Ace of Clubs']",19,21,6 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc76168fe50>]",2,24,True
6 of Clubs,"['6 of Clubs', '9 of Clubs', '3 of Diamonds', '6 of Diamonds', '9 of Spades', '4 of Diamonds', '6 of Spades', 'King of Spades', '3 of Clubs', 'King of Diamonds', 'Ace of Clubs', '9 of Diamonds']",5,15,6 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc76168fe50>]",2,24,True
6 of Clubs,"['6 of Clubs', '9 of Clubs', '3 of Diamonds', '6 of Diamonds', '9 of Spades', '4 of Diamonds', '6 of Spades', 'King of Spades', '3 of Clubs', 'King of Diamonds', 'Ace of Clubs', '9 of Diamonds']",0,10,6 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc76168fe50>]",2,24,True
6 of Clubs,"['6 of Clubs', '9 of Clubs', '3 of Diamonds', '6 of Diamonds', '9 of Spades', '4 of Diamonds', '6 of Spades', 'King of Spades', '3 of Clubs', 'King of Diamonds', 'Ace of Clubs', '9 of Diamonds']",7,23,6 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc76168fe50>]",2,24,False
6 of Clubs,"['6 of Clubs', '9 of Clubs', '3 of Diamonds', '6 of Diamonds', '9 of Spades', '4 of Diamonds', '6 of Spades', 'King of Spades', '3 of Clubs', 'King of Diamonds', 'Ace of Clubs', '9 of Diamonds', 'Jack of Diamonds']",0,11,6 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc76168fe50>]",2,24,True
King of Diamonds,"['King of Diamonds', '3 of Spades', '2 of Hearts', '7 of Diamonds', '9 of Diamonds', 'Jack of Hearts', '8 of Diamonds', '10 of Spades', '4 of Diamonds', '3 of Diamonds', '3 of Hearts']",21,25,8 of Hearts,[<tournament.Card object at 0x7fc76168ee30>],1,19,False
King of Diamonds,"['King of Diamonds', '3 of Spades', '2 of Hearts', '7 of Diamonds', '9 of Diamonds', 'Jack of Hearts', '8 of Diamonds', '10 of Spades', '4 of Diamonds', '3 of Diamonds', '3 of Hearts', 'Queen of Clubs', '10 of Diamonds']",6,20,8 of Hearts,[<tournament.Card object at 0x7fc76168ee30>],1,19,True
King of Diamonds,"['King of Diamonds', '3 of Spades', '2 of Hearts', '7 of Diamonds', '9 of Diamonds', 'Jack of Hearts', '8 of Diamonds', '10 of Spades', '4 of Diamonds', '3 of Diamonds', '3 of Hearts', 'Queen of Clubs', '10 of Diamonds', '4 of Hearts']",0,18,8 of Hearts,[<tournament.Card object at 0x7fc76168ee30>],1,19,False
King of Diamonds,"['King of Diamonds', '3 of Spades', '2 of Hearts', '7 of Diamonds', '9 of Diamonds', 'Jack of Hearts', '8 of Diamonds', '10 of Spades', '4 of Diamonds', '3 of Diamonds', '3 of Hearts', 'Queen of Clubs', '10 of Diamonds', '4 of Hearts']",8,18,8 of Hearts,[<tournament.Card object at 0x7fc76168ee30>],1,19,False
King of Diamonds,"['King of Diamonds', '3 of Spades', '2 of Hearts', '7 of Diamonds', '9 of Diamonds', 'Jack of Hearts', '8 of Diamonds', '10 of Spades', '4 of Diamonds', '3 of Diamonds', '3 of Hearts', 'Queen of Clubs', '10 of Diamonds', '4 of Hearts', '4 of Clubs']",0,3,8 of Hearts,[<tournament.Card object at 0x7fc76168ee30>],1,19,False
4 of Diamonds,"['4 of Diamonds', '8 of Clubs', 'Ace of Clubs', '2 of Clubs', '2 of Spades', '8 of Diamonds', 'Jack of Clubs', '6 of Spades', '7 of Clubs', '7 of Hearts', '9 of Clubs']",23,21,10 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc761694520>, <tournament.Card object at 0x7fc76168df00>]",3,25,True
4 of Diamonds,"['4 of Diamonds', '8 of Clubs', 'Ace of Clubs', '2 of Clubs', '2 of Spades', '8 of Diamonds', 'Jack of Clubs', '6 of Spades', '7 of Clubs', '7 of Hearts', '9 of Clubs', '2 of Hearts', 'Jack of Diamonds']",8,12,10 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc761694520>, <tournament.Card object at 0x7fc76168df00>]",3,25,True
4 of Diamonds,"['4 of Diamonds', '8 of Clubs', 'Ace of Clubs', '2 of Clubs', '2 of Spades', '8 of Diamonds', 'Jack of Clubs', '6 of Spades', '7 of Clubs', '7 of Hearts', '9 of Clubs', '2 of Hearts', 'Jack of Diamonds', 'King of Hearts', 'Queen of Hearts']",0,18,10 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc761694520>, <tournament.Card object at 0x7fc76168df00>]",3,25,True
4 of Diamonds,"['4 of Diamonds', '8 of Clubs', 'Ace of Clubs', '2 of Clubs', '2 of Spades', '8 of Diamonds', 'Jack of Clubs', '6 of Spades', '7 of Clubs', '7 of Hearts', '9 of Clubs', '2 of Hearts', 'Jack of Diamonds', 'King of Hearts', 'Queen of Hearts']",8,13,10 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc761694520>, <tournament.Card object at 0x7fc76168df00>]",3,25,True
4 of Diamonds,"['4 of Diamonds', '8 of Clubs', 'Ace of Clubs', '2 of Clubs', '2 of Spades', '8 of Diamonds', 'Jack of Clubs', '6 of Spades', '7 of Clubs', '7 of Hearts', '9 of Clubs', '2 of Hearts', 'Jack of Diamonds', 'King of Hearts', 'Queen of Hearts']",0,16,10 of Hearts,"[<tournament.Card object at 0x7fc76168d030>, <tournament.Card object at 0x7fc761694520>, <tournament.Card object at 0x7fc76168df00>]",3,25,True
10 of Hearts,"['10 of Hearts', '6 of Spades', '4 of Spades', '10 of Diamonds', 'Jack of Diamonds', 'King of Hearts', '4 of Clubs', '3 of Hearts', '8 of Hearts', 'King of Diamonds', '10 of Clubs']",24,20,6 of Hearts,[<tournament.Card object at 0x7fc76168ffa0>],1,19,True
10 of Hearts,"['10 of Hearts', '6 of Spades', '4 of Spades', '10 of Diamonds', 'Jack of Diamonds', 'King of Hearts', '4 of Clubs', '3 of Hearts', '8 of Hearts', 'King of Diamonds', '10 of Clubs', 'Queen of Clubs']",8,20,6 of Hearts,[<tournament.Card object at 0x7fc76168ffa0>],1,19,True
10 of Hearts,"['10 of Hearts', '6 of Spades', '4 of Spades', '10 of Diamonds', 'Jack of Diamonds', 'King of Hearts', '4 of Clubs', '3 of Hearts', '8 of Hearts', 'King of Diamonds', '10 of Clubs', 'Queen of Clubs']",0,14,6 of Hearts,[<tournament.Card object at 0x7fc76168ffa0>],1,19,False
10 of Hearts,"['10 of Hearts', '6 of Spades', '4 of Spades', '10 of Diamonds', 'Jack of Diamonds', 'King of Hearts', '4 of Clubs', '3 of Hearts', '8 of Hearts', 'King of Diamonds', '10 of Clubs', 'Queen of Clubs']",8,11,6 of Hearts,[<tournament.Card object at 0x7fc76168ffa0>],1,19,False
10 of Hearts,"['10 of Hearts', '6 of Spades', '4 of Spades', '10 of Diamonds', 'Jack of Diamonds', 'King of Hearts', '4 of Clubs', '3 of Hearts', '8 of Hearts', 'King of Diamonds', '10 of Clubs', 'Queen of Clubs']",0,20,6 of Hearts,[<tournament.Card object at 0x7fc76168ffa0>],1,19,True
