Dealer Up,Drawn Cards,Num of Hits,Your End Total,Dealer's Face Down,Dealer Drawn Cards,Dealer Num Hits,Dealer End Total,Did YOU Win
10 of Diamonds,"['10 of Diamonds', '4 of Hearts', '4 of Spades', 'Jack of Clubs', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', '9 of Spades', '6 of Spades', 'Ace of Clubs', '2 of Clubs', '10 of Clubs', 'King of Spades', '6 of Hearts', '2 of Hearts', '7 of Clubs', 'Ace of Diamonds', '8 of Hearts']",2,25,King of Clubs,"['6 of Clubs', '5 of Clubs']",2,21,False
10 of Diamonds,"['10 of Diamonds', '4 of Hearts', '4 of Spades', 'Jack of Clubs', 'Ace of Spades', '10 of Spades', 'Queen of Clubs', '9 of Spades', '6 of Spades', 'Ace of Clubs', '2 of Clubs', '10 of Clubs', 'King of Spades', '6 of Hearts', '2 of Hearts', '7 of Clubs', 'Ace of Diamonds', '8 of Hearts', 'Jack of Diamonds']",0,3,King of Clubs,"['6 of Clubs', '5 of Clubs']",2,21,False
4 of Diamonds,"['4 of Diamonds', '9 of Clubs', 'Jack of Spades', '9 of Hearts', 'Queen of Hearts', '6 of Spades', '8 of Spades', '2 of Diamonds', '4 of Clubs', '2 of Spades', '5 of Clubs']",6,19,Queen of Spades,"['Ace of Hearts', 'Jack of Clubs', 'King of Spades']",3,25,True
4 of Diamonds,"['4 of Diamonds', '9 of Clubs', 'Jack of Spades', '9 of Hearts', 'Queen of Hearts', '6 of Spades', '8 of Spades', '2 of Diamonds', '4 of Clubs', '2 of Spades', '5 of Clubs']",5,19,Queen of Spades,"['Ace of Hearts', 'Jack of Clubs', 'King of Spades']",3,25,True
4 of Diamonds,"['4 of Diamonds', '9 of Clubs', 'Jack of Spades', '9 of Hearts', 'Queen of Hearts', '6 of Spades', '8 of Spades', '2 of Diamonds', '4 of Clubs', '2 of Spades', '5 of Clubs']",0,14,Queen of Spades,"['Ace of Hearts', 'Jack of Clubs', 'King of Spades']",3,25,True
4 of Diamonds,"['4 of Diamonds', '9 of Clubs', 'Jack of Spades', '9 of Hearts', 'Queen of Hearts', '6 of Spades', '8 of Spades', '2 of Diamonds', '4 of Clubs', '2 of Spades', '5 of Clubs']",2,6,Queen of Spades,"['Ace of Hearts', 'Jack of Clubs', 'King of Spades']",3,25,True
4 of Diamonds,"['4 of Diamonds', '9 of Clubs', 'Jack of Spades', '9 of Hearts', 'Queen of Hearts', '6 of Spades', '8 of Spades', '2 of Diamonds', '4 of Clubs', '2 of Spades', '5 of Clubs']",0,7,Queen of Spades,"['Ace of Hearts', 'Jack of Clubs', 'King of Spades']",3,25,True
3 of Spades,"['3 of Spades', '7 of Clubs', '9 of Diamonds', '5 of Clubs', '2 of Spades', 'Jack of Clubs', '9 of Clubs', '10 of Diamonds', '4 of Clubs', '2 of Hearts', 'Jack of Spades']",7,24,7 of Hearts,"['3 of Clubs', '10 of Clubs', '6 of Diamonds']",3,22,False
3 of Spades,"['3 of Spades', '7 of Clubs', '9 of Diamonds', '5 of Clubs', '2 of Spades', 'Jack of Clubs', '9 of Clubs', '10 of Diamonds', '4 of Clubs', '2 of Hearts', 'Jack of Spades', '8 of Hearts']",6,17,7 of Hearts,"['3 of Clubs', '10 of Clubs', '6 of Diamonds']",3,22,True
3 of Spades,"['3 of Spades', '7 of Clubs', '9 of Diamonds', '5 of Clubs', '2 of Spades', 'Jack of Clubs', '9 of Clubs', '10 of Diamonds', '4 of Clubs', '2 of Hearts', 'Jack of Spades', '8 of Hearts', 'Queen of Hearts']",0,19,7 of Hearts,"['3 of Clubs', '10 of Clubs', '6 of Diamonds']",3,22,True
3 of Spades,"['3 of Spades', '7 of Clubs', '9 of Diamonds', '5 of Clubs', '2 of Spades', 'Jack of Clubs', '9 of Clubs', '10 of Diamonds', '4 of Clubs', '2 of Hearts', 'Jack of Spades', '8 of Hearts', 'Queen of Hearts']",2,14,7 of Hearts,"['3 of Clubs', '10 of Clubs', '6 of Diamonds']",3,22,True
3 of Spades,"['3 of Spades', '7 of Clubs', '9 of Diamonds', '5 of Clubs', '2 of Spades', 'Jack of Clubs', '9 of Clubs', '10 of Diamonds', '4 of Clubs', '2 of Hearts', 'Jack of Spades', '8 of Hearts', 'Queen of Hearts']",0,12,7 of Hearts,"['3 of Clubs', '10 of Clubs', '6 of Diamonds']",3,22,True
Ace of Diamonds,"['Ace of Diamonds', '4 of Diamonds', '2 of Clubs', 'Ace of Hearts', 'Queen of Spades', '3 of Spades', '8 of Diamonds', '2 of Diamonds', 'King of Diamonds', '10 of Hearts', '6 of Clubs']",9,18,7 of Hearts,"['7 of Spades', '6 of Hearts', '9 of Diamonds']",3,23,True
Ace of Diamonds,"['Ace of Diamonds', '4 of Diamonds', '2 of Clubs', 'Ace of Hearts', 'Queen of Spades', '3 of Spades', '8 of Diamonds', '2 of Diamonds', 'King of Diamonds', '10 of Hearts', '6 of Clubs', '3 of Hearts', '9 of Clubs']",7,21,7 of Hearts,"['7 of Spades', '6 of Hearts', '9 of Diamonds']",3,23,True
Ace of Diamonds,"['Ace of Diamonds', '4 of Diamonds', '2 of Clubs', 'Ace of Hearts', 'Queen of Spades', '3 of Spades', '8 of Diamonds', '2 of Diamonds', 'King of Diamonds', '10 of Hearts', '6 of Clubs', '3 of Hearts', '9 of Clubs', 'Queen of Hearts']",0,11,7 of Hearts,"['7 of Spades', '6 of Hearts', '9 of Diamonds']",3,23,True
Ace of Diamonds,"['Ace of Diamonds', '4 of Diamonds', '2 of Clubs', 'Ace of Hearts', 'Queen of Spades', '3 of Spades', '8 of Diamonds', '2 of Diamonds', 'King of Diamonds', '10 of Hearts', '6 of Clubs', '3 of Hearts', '9 of Clubs', 'Queen of Hearts']",4,26,7 of Hearts,"['7 of Spades', '6 of Hearts', '9 of Diamonds']",3,23,False
Ace of Diamonds,"['Ace of Diamonds', '4 of Diamonds', '2 of Clubs', 'Ace of Hearts', 'Queen of Spades', '3 of Spades', '8 of Diamonds', '2 of Diamonds', 'King of Diamonds', '10 of Hearts', '6 of Clubs', '3 of Hearts', '9 of Clubs', 'Queen of Hearts', '4 of Spades', '10 of Clubs']",0,16,7 of Hearts,"['7 of Spades', '6 of Hearts', '9 of Diamonds']",3,23,True
7 of Hearts,"['7 of Hearts', 'Queen of Clubs', '5 of Clubs', '4 of Spades', '9 of Spades', '8 of Spades', '3 of Diamonds', '10 of Hearts', '8 of Hearts', 'Queen of Diamonds', '5 of Spades']",11,22,3 of Spades,"['7 of Spades', '9 of Clubs']",2,23,False
7 of Hearts,"['7 of Hearts', 'Queen of Clubs', '5 of Clubs', '4 of Spades', '9 of Spades', '8 of Spades', '3 of Diamonds', '10 of Hearts', '8 of Hearts', 'Queen of Diamonds', '5 of Spades', 'Ace of Diamonds', '6 of Hearts']",9,24,3 of Spades,"['7 of Spades', '9 of Clubs']",2,23,False
7 of Hearts,"['7 of Hearts', 'Queen of Clubs', '5 of Clubs', '4 of Spades', '9 of Spades', '8 of Spades', '3 of Diamonds', '10 of Hearts', '8 of Hearts', 'Queen of Diamonds', '5 of Spades', 'Ace of Diamonds', '6 of Hearts', 'Ace of Hearts', 'Jack of Spades']",0,11,3 of Spades,"['7 of Spades', '9 of Clubs']",2,23,True
7 of Hearts,"['7 of Hearts', 'Queen of Clubs', '5 of Clubs', '4 of Spades', '9 of Spades', '8 of Spades', '3 of Diamonds', '10 of Hearts', '8 of Hearts', 'Queen of Diamonds', '5 of Spades', 'Ace of Diamonds', '6 of Hearts', 'Ace of Hearts', 'Jack of Spades']",4,18,3 of Spades,"['7 of Spades', '9 of Clubs']",2,23,True
7 of Hearts,"['7 of Hearts', 'Queen of Clubs', '5 of Clubs', '4 of Spades', '9 of Spades', '8 of Spades', '3 of Diamonds', '10 of Hearts', '8 of Hearts', 'Queen of Diamonds', '5 of Spades', 'Ace of Diamonds', '6 of Hearts', 'Ace of Hearts', 'Jack of Spades']",0,15,3 of Spades,"['7 of Spades', '9 of Clubs']",2,23,True
3 of Diamonds,"['3 of Diamonds', 'King of Spades', '4 of Clubs', '8 of Spades', '9 of Hearts', '10 of Diamonds', '2 of Clubs', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Queen of Spades']",13,22,10 of Clubs,"['Jack of Clubs', '10 of Spades']",2,23,False
3 of Diamonds,"['3 of Diamonds', 'King of Spades', '4 of Clubs', '8 of Spades', '9 of Hearts', '10 of Diamonds', '2 of Clubs', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Queen of Spades', 'Ace of Diamonds', '7 of Clubs']",9,17,10 of Clubs,"['Jack of Clubs', '10 of Spades']",2,23,True
3 of Diamonds,"['3 of Diamonds', 'King of Spades', '4 of Clubs', '8 of Spades', '9 of Hearts', '10 of Diamonds', '2 of Clubs', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Queen of Spades', 'Ace of Diamonds', '7 of Clubs']",0,12,10 of Clubs,"['Jack of Clubs', '10 of Spades']",2,23,True
3 of Diamonds,"['3 of Diamonds', 'King of Spades', '4 of Clubs', '8 of Spades', '9 of Hearts', '10 of Diamonds', '2 of Clubs', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Queen of Spades', 'Ace of Diamonds', '7 of Clubs']",4,18,10 of Clubs,"['Jack of Clubs', '10 of Spades']",2,23,True
3 of Diamonds,"['3 of Diamonds', 'King of Spades', '4 of Clubs', '8 of Spades', '9 of Hearts', '10 of Diamonds', '2 of Clubs', 'Queen of Diamonds', '8 of Clubs', '2 of Hearts', 'Queen of Spades', 'Ace of Diamonds', '7 of Clubs']",0,12,10 of Clubs,"['Jack of Clubs', '10 of Spades']",2,23,True
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', 'Ace of Clubs', 'Jack of Hearts', '5 of Hearts', '10 of Clubs', '10 of Spades', '5 of Diamonds', 'Queen of Diamonds', '8 of Hearts', 'Jack of Clubs']",16,24,Ace of Diamonds,"['3 of Spades', '2 of Clubs', 'Queen of Spades']",3,19,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', 'Ace of Clubs', 'Jack of Hearts', '5 of Hearts', '10 of Clubs', '10 of Spades', '5 of Diamonds', 'Queen of Diamonds', '8 of Hearts', 'Jack of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs']",9,15,Ace of Diamonds,"['3 of Spades', '2 of Clubs', 'Queen of Spades']",3,19,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', 'Ace of Clubs', 'Jack of Hearts', '5 of Hearts', '10 of Clubs', '10 of Spades', '5 of Diamonds', 'Queen of Diamonds', '8 of Hearts', 'Jack of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs']",0,10,Ace of Diamonds,"['3 of Spades', '2 of Clubs', 'Queen of Spades']",3,19,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', 'Ace of Clubs', 'Jack of Hearts', '5 of Hearts', '10 of Clubs', '10 of Spades', '5 of Diamonds', 'Queen of Diamonds', '8 of Hearts', 'Jack of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs']",4,15,Ace of Diamonds,"['3 of Spades', '2 of Clubs', 'Queen of Spades']",3,19,False
4 of Diamonds,"['4 of Diamonds', '3 of Diamonds', 'Ace of Clubs', 'Jack of Hearts', '5 of Hearts', '10 of Clubs', '10 of Spades', '5 of Diamonds', 'Queen of Diamonds', '8 of Hearts', 'Jack of Clubs', 'King of Hearts', 'Ace of Spades', '9 of Clubs']",0,18,Ace of Diamonds,"['3 of Spades', '2 of Clubs', 'Queen of Spades']",3,19,False
King of Hearts,"['King of Hearts', '7 of Spades', 'Jack of Diamonds', '9 of Clubs', '2 of Hearts', '6 of Hearts', '3 of Hearts', 'King of Spades', 'Queen of Diamonds', '9 of Hearts', '3 of Spades']",16,17,5 of Spades,"['6 of Clubs', 'Ace of Clubs']",2,17,False
King of Hearts,"['King of Hearts', '7 of Spades', 'Jack of Diamonds', '9 of Clubs', '2 of Hearts', '6 of Hearts', '3 of Hearts', 'King of Spades', 'Queen of Diamonds', '9 of Hearts', '3 of Spades']",10,19,5 of Spades,"['6 of Clubs', 'Ace of Clubs']",2,17,True
King of Hearts,"['King of Hearts', '7 of Spades', 'Jack of Diamonds', '9 of Clubs', '2 of Hearts', '6 of Hearts', '3 of Hearts', 'King of Spades', 'Queen of Diamonds', '9 of Hearts', '3 of Spades', '8 of Clubs']",0,9,5 of Spades,"['6 of Clubs', 'Ace of Clubs']",2,17,False
King of Hearts,"['King of Hearts', '7 of Spades', 'Jack of Diamonds', '9 of Clubs', '2 of Hearts', '6 of Hearts', '3 of Hearts', 'King of Spades', 'Queen of Diamonds', '9 of Hearts', '3 of Spades', '8 of Clubs']",4,20,5 of Spades,"['6 of Clubs', 'Ace of Clubs']",2,17,True
King of Hearts,"['King of Hearts', '7 of Spades', 'Jack of Diamonds', '9 of Clubs', '2 of Hearts', '6 of Hearts', '3 of Hearts', 'King of Spades', 'Queen of Diamonds', '9 of Hearts', '3 of Spades', '8 of Clubs']",0,12,5 of Spades,"['6 of Clubs', 'Ace of Clubs']",2,17,False
Jack of Hearts,"['Jack of Hearts', '4 of Diamonds', '9 of Spades', '4 of Spades', '6 of Diamonds', '7 of Diamonds', '2 of Hearts', 'Queen of Diamonds', '8 of Hearts', 'Ace of Hearts', '7 of Spades']",17,18,9 of Clubs,"['4 of Clubs', '10 of Hearts']",2,24,True
Jack of Hearts,"['Jack of Hearts', '4 of Diamonds', '9 of Spades', '4 of Spades', '6 of Diamonds', '7 of Diamonds', '2 of Hearts', 'Queen of Diamonds', '8 of Hearts', 'Ace of Hearts', '7 of Spades', '5 of Diamonds']",12,22,9 of Clubs,"['4 of Clubs', '10 of Hearts']",2,24,False
Jack of Hearts,"['Jack of Hearts', '4 of Diamonds', '9 of Spades', '4 of Spades', '6 of Diamonds', '7 of Diamonds', '2 of Hearts', 'Queen of Diamonds', '8 of Hearts', 'Ace of Hearts', '7 of Spades', '5 of Diamonds', '2 of Diamonds', 'King of Hearts']",0,9,9 of Clubs,"['4 of Clubs', '10 of Hearts']",2,24,True
Jack of Hearts,"['Jack of Hearts', '4 of Diamonds', '9 of Spades', '4 of Spades', '6 of Diamonds', '7 of Diamonds', '2 of Hearts', 'Queen of Diamonds', '8 of Hearts', 'Ace of Hearts', '7 of Spades', '5 of Diamonds', '2 of Diamonds', 'King of Hearts']",4,18,9 of Clubs,"['4 of Clubs', '10 of Hearts']",2,24,True
Jack of Hearts,"['Jack of Hearts', '4 of Diamonds', '9 of Spades', '4 of Spades', '6 of Diamonds', '7 of Diamonds', '2 of Hearts', 'Queen of Diamonds', '8 of Hearts', 'Ace of Hearts', '7 of Spades', '5 of Diamonds', '2 of Diamonds', 'King of Hearts']",0,8,9 of Clubs,"['4 of Clubs', '10 of Hearts']",2,24,True
10 of Diamonds,"['10 of Diamonds', '9 of Clubs', '7 of Diamonds', '3 of Diamonds', '5 of Hearts', 'Ace of Clubs', '2 of Clubs', 'Ace of Diamonds', '4 of Clubs', 'Queen of Hearts', 'Queen of Diamonds']",18,23,8 of Clubs,['Jack of Hearts'],1,20,False
10 of Diamonds,"['10 of Diamonds', '9 of Clubs', '7 of Diamonds', '3 of Diamonds', '5 of Hearts', 'Ace of Clubs', '2 of Clubs', 'Ace of Diamonds', '4 of Clubs', 'Queen of Hearts', 'Queen of Diamonds', '7 of Hearts']",13,18,8 of Clubs,['Jack of Hearts'],1,20,False
10 of Diamonds,"['10 of Diamonds', '9 of Clubs', '7 of Diamonds', '3 of Diamonds', '5 of Hearts', 'Ace of Clubs', '2 of Clubs', 'Ace of Diamonds', '4 of Clubs', 'Queen of Hearts', 'Queen of Diamonds', '7 of Hearts', '10 of Spades']",0,3,8 of Clubs,['Jack of Hearts'],1,20,False
10 of Diamonds,"['10 of Diamonds', '9 of Clubs', '7 of Diamonds', '3 of Diamonds', '5 of Hearts', 'Ace of Clubs', '2 of Clubs', 'Ace of Diamonds', '4 of Clubs', 'Queen of Hearts', 'Queen of Diamonds', '7 of Hearts', '10 of Spades']",6,16,8 of Clubs,['Jack of Hearts'],1,20,False
10 of Diamonds,"['10 of Diamonds', '9 of Clubs', '7 of Diamonds', '3 of Diamonds', '5 of Hearts', 'Ace of Clubs', '2 of Clubs', 'Ace of Diamonds', '4 of Clubs', 'Queen of Hearts', 'Queen of Diamonds', '7 of Hearts', '10 of Spades', '4 of Spades', '7 of Clubs']",0,10,8 of Clubs,['Jack of Hearts'],1,20,False
5 of Spades,"['5 of Spades', 'Queen of Spades', '2 of Diamonds', '8 of Diamonds', '2 of Hearts', '6 of Hearts', 'Jack of Spades', '6 of Spades', '10 of Hearts', '5 of Diamonds', '8 of Hearts']",19,22,4 of Diamonds,"['2 of Spades', '9 of Hearts', 'King of Diamonds']",3,26,False
5 of Spades,"['5 of Spades', 'Queen of Spades', '2 of Diamonds', '8 of Diamonds', '2 of Hearts', '6 of Hearts', 'Jack of Spades', '6 of Spades', '10 of Hearts', '5 of Diamonds', '8 of Hearts', 'Jack of Diamonds']",15,21,4 of Diamonds,"['2 of Spades', '9 of Hearts', 'King of Diamonds']",3,26,True
5 of Spades,"['5 of Spades', 'Queen of Spades', '2 of Diamonds', '8 of Diamonds', '2 of Hearts', '6 of Hearts', 'Jack of Spades', '6 of Spades', '10 of Hearts', '5 of Diamonds', '8 of Hearts', 'Jack of Diamonds', 'Ace of Hearts', 'King of Clubs']",0,16,4 of Diamonds,"['2 of Spades', '9 of Hearts', 'King of Diamonds']",3,26,True
5 of Spades,"['5 of Spades', 'Queen of Spades', '2 of Diamonds', '8 of Diamonds', '2 of Hearts', '6 of Hearts', 'Jack of Spades', '6 of Spades', '10 of Hearts', '5 of Diamonds', '8 of Hearts', 'Jack of Diamonds', 'Ace of Hearts', 'King of Clubs']",7,25,4 of Diamonds,"['2 of Spades', '9 of Hearts', 'King of Diamonds']",3,26,False
5 of Spades,"['5 of Spades', 'Queen of Spades', '2 of Diamonds', '8 of Diamonds', '2 of Hearts', '6 of Hearts', 'Jack of Spades', '6 of Spades', '10 of Hearts', '5 of Diamonds', '8 of Hearts', 'Jack of Diamonds', 'Ace of Hearts', 'King of Clubs', '9 of Clubs']",0,13,4 of Diamonds,"['2 of Spades', '9 of Hearts', 'King of Diamonds']",3,26,True
5 of Hearts,"['5 of Hearts', 'Ace of Clubs', '10 of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Diamonds', '10 of Spades', '8 of Diamonds', '6 of Spades', '10 of Hearts', '8 of Clubs']",20,21,Ace of Hearts,"['10 of Diamonds', '4 of Hearts']",2,19,True
5 of Hearts,"['5 of Hearts', 'Ace of Clubs', '10 of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Diamonds', '10 of Spades', '8 of Diamonds', '6 of Spades', '10 of Hearts', '8 of Clubs', 'Jack of Hearts']",17,12,Ace of Hearts,"['10 of Diamonds', '4 of Hearts']",2,19,False
5 of Hearts,"['5 of Hearts', 'Ace of Clubs', '10 of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Diamonds', '10 of Spades', '8 of Diamonds', '6 of Spades', '10 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Spades', 'Jack of Clubs']",0,20,Ace of Hearts,"['10 of Diamonds', '4 of Hearts']",2,19,True
5 of Hearts,"['5 of Hearts', 'Ace of Clubs', '10 of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Diamonds', '10 of Spades', '8 of Diamonds', '6 of Spades', '10 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Spades', 'Jack of Clubs']",8,24,Ace of Hearts,"['10 of Diamonds', '4 of Hearts']",2,19,False
5 of Hearts,"['5 of Hearts', 'Ace of Clubs', '10 of Clubs', '7 of Clubs', '7 of Spades', 'Queen of Diamonds', '10 of Spades', '8 of Diamonds', '6 of Spades', '10 of Hearts', '8 of Clubs', 'Jack of Hearts', '5 of Spades', 'Jack of Clubs', 'Queen of Clubs']",0,18,Ace of Hearts,"['10 of Diamonds', '4 of Hearts']",2,19,False
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Jack of Spades', '8 of Clubs', '4 of Clubs', 'King of Hearts', '10 of Hearts', '9 of Clubs', '5 of Spades', 'Queen of Spades', '3 of Spades']",21,17,10 of Spades,"['3 of Diamonds', '8 of Hearts']",2,21,False
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Jack of Spades', '8 of Clubs', '4 of Clubs', 'King of Hearts', '10 of Hearts', '9 of Clubs', '5 of Spades', 'Queen of Spades', '3 of Spades', '6 of Clubs']",19,22,10 of Spades,"['3 of Diamonds', '8 of Hearts']",2,21,False
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Jack of Spades', '8 of Clubs', '4 of Clubs', 'King of Hearts', '10 of Hearts', '9 of Clubs', '5 of Spades', 'Queen of Spades', '3 of Spades', '6 of Clubs', '2 of Diamonds', '8 of Spades']",0,20,10 of Spades,"['3 of Diamonds', '8 of Hearts']",2,21,False
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Jack of Spades', '8 of Clubs', '4 of Clubs', 'King of Hearts', '10 of Hearts', '9 of Clubs', '5 of Spades', 'Queen of Spades', '3 of Spades', '6 of Clubs', '2 of Diamonds', '8 of Spades']",8,14,10 of Spades,"['3 of Diamonds', '8 of Hearts']",2,21,False
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Jack of Spades', '8 of Clubs', '4 of Clubs', 'King of Hearts', '10 of Hearts', '9 of Clubs', '5 of Spades', 'Queen of Spades', '3 of Spades', '6 of Clubs', '2 of Diamonds', '8 of Spades']",0,13,10 of Spades,"['3 of Diamonds', '8 of Hearts']",2,21,False
9 of Clubs,"['9 of Clubs', '2 of Hearts', 'Ace of Clubs', 'Ace of Spades', '7 of Diamonds', 'Jack of Spades', '6 of Diamonds', '7 of Spades', 'King of Spades', '3 of Spades', '4 of Hearts']",23,18,7 of Hearts,"['6 of Spades', 'Jack of Diamonds']",2,25,True
9 of Clubs,"['9 of Clubs', '2 of Hearts', 'Ace of Clubs', 'Ace of Spades', '7 of Diamonds', 'Jack of Spades', '6 of Diamonds', '7 of Spades', 'King of Spades', '3 of Spades', '4 of Hearts', '6 of Clubs', '9 of Spades']",20,18,7 of Hearts,"['6 of Spades', 'Jack of Diamonds']",2,25,True
9 of Clubs,"['9 of Clubs', '2 of Hearts', 'Ace of Clubs', 'Ace of Spades', '7 of Diamonds', 'Jack of Spades', '6 of Diamonds', '7 of Spades', 'King of Spades', '3 of Spades', '4 of Hearts', '6 of Clubs', '9 of Spades', 'King of Clubs']",0,16,7 of Hearts,"['6 of Spades', 'Jack of Diamonds']",2,25,True
9 of Clubs,"['9 of Clubs', '2 of Hearts', 'Ace of Clubs', 'Ace of Spades', '7 of Diamonds', 'Jack of Spades', '6 of Diamonds', '7 of Spades', 'King of Spades', '3 of Spades', '4 of Hearts', '6 of Clubs', '9 of Spades', 'King of Clubs']",8,17,7 of Hearts,"['6 of Spades', 'Jack of Diamonds']",2,25,True
